customer_id,previous_bill,paid_status
CUST2585,914,Unpaid
CUST2586,1209,Paid
CUST2587,1094,Paid
CUST2588,986,Unpaid
CUST2589,1892,Paid
CUST2590,509,Paid
CUST2591,1129,Paid
CUST2592,1913,Unpaid
CUST2593,1933,Paid
CUST2594,275,Paid
CUST2595,1665,Unpaid
CUST2596,1272,Unpaid
CUST2597,1783,Paid
CUST2598,1518,Paid
CUST2599,1235,Paid
CUST2600,991,Unpaid
CUST2601,479,Paid
CUST2602,937,Unpaid
CUST2603,1089,Unpaid
CUST2604,1893,Paid
CUST2605,1937,Unpaid
CUST2606,1738,Unpaid
CUST2607,401,Paid
CUST2608,209,Paid
CUST2609,1937,Unpaid
CUST2610,864,Paid
CUST2611,1929,Unpaid
CUST2612,1305,Paid
CUST2613,1058,Unpaid
CUST2614,1179,Unpaid
CUST2615,830,Paid
CUST2616,1596,Unpaid
CUST2617,1283,Unpaid
CUST2618,1427,Paid
CUST2619,586,Unpaid
CUST2620,693,Paid
CUST2621,1715,Paid
CUST2622,933,Paid
CUST2623,1277,Paid
CUST2624,1282,Paid
CUST2625,661,Unpaid
CUST2626,298,Paid
CUST2627,246,Unpaid
CUST2628,1549,Paid
CUST2629,1842,Unpaid
CUST2630,315,Paid
CUST2631,1321,Paid
CUST2632,1931,Unpaid
CUST2633,1446,Unpaid
CUST2634,850,Unpaid
CUST2635,871,Paid
CUST2636,1839,Unpaid
CUST2637,221,Paid
CUST2638,292,Unpaid
CUST2639,1785,Paid
CUST2640,998,Paid
CUST2641,1097,Paid
CUST2642,1772,Paid
CUST2643,783,Paid
CUST2644,1581,Paid
CUST2645,1653,Unpaid
CUST2646,584,Unpaid
CUST2647,326,Unpaid
CUST2648,395,Paid
CUST2649,452,Paid
CUST2650,906,Unpaid
CUST2651,1849,Paid
CUST2652,941,Paid
CUST2653,685,Unpaid
CUST2654,825,Paid
CUST2655,1435,Paid
CUST2656,779,Unpaid
CUST2657,243,Paid
CUST2658,1578,Unpaid
CUST2659,1785,Paid
CUST2660,1126,Paid
CUST2661,220,Paid
CUST2662,1746,Unpaid
CUST2663,737,Unpaid
CUST2664,1820,Paid
CUST2665,576,Paid
CUST2666,659,Paid
CUST2667,1610,Paid
CUST2668,1139,Paid
CUST2669,356,Unpaid
CUST2670,1010,Paid
CUST2671,750,Unpaid
CUST2672,1897,Paid
CUST2673,454,Unpaid
CUST2674,800,Paid
CUST2675,562,Unpaid
CUST2676,1477,Unpaid
CUST2677,1741,Paid
CUST2678,1829,Unpaid
CUST2679,885,Paid
CUST2680,818,Unpaid
CUST2681,807,Unpaid
CUST2682,876,Paid
CUST2683,1356,Unpaid
CUST2684,1766,Unpaid
CUST2685,1898,Unpaid
CUST2686,1585,Unpaid
CUST2687,1079,Unpaid
CUST2688,776,Unpaid
CUST2689,577,Paid
CUST2690,414,Unpaid
CUST2691,1686,Unpaid
CUST2692,588,Unpaid
CUST2693,1570,Paid
CUST2694,1735,Paid
CUST2695,1800,Unpaid
CUST2696,314,Unpaid
CUST2697,1039,Unpaid
CUST2698,1948,Unpaid
CUST2699,1540,Unpaid
CUST2700,1172,Paid
CUST2701,450,Unpaid
CUST2702,829,Paid
CUST2703,1041,Paid
CUST2704,933,Paid
CUST2705,1995,Unpaid
CUST2706,291,Unpaid
CUST2707,635,Unpaid
CUST2708,1100,Paid
CUST2709,971,Paid
CUST2710,875,Paid
CUST2711,1289,Paid
CUST2712,531,Paid
CUST2713,494,Unpaid
CUST2714,845,Paid
CUST2715,403,Unpaid
CUST2716,1168,Paid
CUST2717,817,Unpaid
CUST2718,1213,Paid
CUST2719,304,Unpaid
CUST2720,427,Paid
CUST2721,550,Paid
CUST2722,1000,Unpaid
CUST2723,316,Unpaid
CUST2724,1278,Paid
CUST2725,1969,Paid
CUST2726,1019,Paid
CUST2727,1524,Paid
CUST2728,1481,Paid
CUST2729,701,Unpaid
CUST2730,654,Paid
CUST2731,1913,Paid
CUST2732,1871,Unpaid
CUST2733,269,Unpaid
CUST2734,1485,Unpaid
CUST2735,1025,Paid
CUST2736,1027,Paid
CUST2737,1439,Unpaid
CUST2738,724,Paid
CUST2739,1201,Paid
CUST2740,1767,Unpaid
CUST2741,1444,Paid
CUST2742,1899,Unpaid
CUST2743,1941,Unpaid
CUST2744,1162,Unpaid
CUST2745,1307,Paid
CUST2746,391,Unpaid
CUST2747,515,Paid
CUST2748,1917,Unpaid
CUST2749,1495,Unpaid
CUST2750,760,Paid
CUST2751,1371,Paid
CUST2752,1159,Unpaid
CUST2753,1311,Unpaid
CUST2754,1035,Paid
CUST2755,1146,Unpaid
CUST2756,383,Unpaid
CUST2757,337,Paid
CUST2758,1566,Unpaid
CUST2759,637,Paid
CUST2760,1871,Unpaid
CUST2761,537,Paid
CUST2762,1640,Unpaid
CUST2763,868,Paid
CUST2764,649,Unpaid
CUST2765,1694,Unpaid
CUST2766,1681,Unpaid
CUST2767,865,Unpaid
CUST2768,737,Paid
CUST2769,358,Unpaid
CUST2770,736,Paid
CUST2771,1085,Paid
CUST2772,780,Paid
CUST2773,769,Paid
CUST2774,767,Paid
CUST2775,613,Unpaid
CUST2776,263,Paid
CUST2777,1283,Unpaid
CUST2778,410,Paid
CUST2779,1314,Paid
CUST2780,1448,Paid
CUST2781,1635,Unpaid
CUST2782,1804,Paid
CUST2783,576,Unpaid
CUST2784,1679,Paid
CUST2785,833,Unpaid
CUST2786,1096,Paid
CUST2787,1856,Unpaid
CUST2788,1642,Paid
CUST2789,657,Paid
CUST2790,723,Paid
CUST2791,330,Unpaid
CUST2792,1763,Unpaid
CUST2793,1452,Paid
CUST2794,505,Unpaid
CUST2795,1349,Paid
CUST2796,1975,Paid
CUST2797,509,Paid
CUST2798,1416,Unpaid
CUST2799,1646,Paid
CUST2800,1949,Paid
CUST2801,1771,Paid
CUST2802,1621,Unpaid
CUST2803,983,Unpaid
CUST2804,652,Unpaid
CUST2805,1268,Unpaid
CUST2806,593,Paid
CUST2807,1352,Paid
CUST2808,1209,Unpaid
CUST2809,1260,Paid
CUST2810,935,Paid
CUST2811,1004,Paid
CUST2812,839,Unpaid
CUST2813,903,Unpaid
CUST2814,1474,Paid
CUST2815,593,Paid
CUST2816,1553,Paid
CUST2817,1209,Paid
CUST2818,1401,Unpaid
CUST2819,1200,Unpaid
CUST2820,557,Unpaid
CUST2821,1057,Paid
CUST2822,1942,Unpaid
CUST2823,203,Unpaid
CUST2824,1445,Unpaid
CUST2825,1169,Paid
CUST2826,1024,Paid
CUST2827,1443,Unpaid
CUST2828,1949,Unpaid
CUST2829,1533,Unpaid
CUST2830,1465,Paid
CUST2831,1426,Unpaid
CUST2832,390,Paid
CUST2833,1925,Unpaid
CUST2834,807,Unpaid
CUST2835,1140,Paid
CUST2836,623,Paid
CUST2837,1456,Paid
CUST2838,1991,Paid
CUST2839,958,Paid
CUST2840,1930,Paid
CUST2841,603,Paid
CUST2842,362,Paid
CUST2843,1628,Unpaid
CUST2844,1641,Unpaid
CUST2845,574,Paid
CUST2846,1151,Unpaid
CUST2847,456,Unpaid
CUST2848,1764,Paid
CUST2849,1226,Unpaid
CUST2850,745,Paid
CUST2851,1038,Unpaid
CUST2852,1697,Paid
CUST2853,677,Paid
CUST2854,1298,Paid
CUST2855,1891,Unpaid
CUST2856,462,Unpaid
CUST2857,438,Paid
CUST2858,1234,Unpaid
CUST2859,856,Unpaid
CUST2860,1608,Unpaid
CUST2861,1385,Paid
CUST2862,679,Paid
CUST2863,421,Paid
CUST2864,272,Unpaid
CUST2865,1498,Paid
CUST2866,1236,Unpaid
CUST2867,1234,Paid
CUST2868,1910,Unpaid
CUST2869,831,Paid
CUST2870,1319,Paid
CUST2871,684,Paid
CUST2872,874,Paid
CUST2873,1199,Paid
CUST2874,534,Unpaid
CUST2875,1609,Paid
CUST2876,1635,Paid
CUST2877,679,Paid
CUST2878,1021,Paid
CUST2879,738,Paid
CUST2880,1171,Paid
CUST2881,316,Unpaid
CUST2882,1810,Unpaid
CUST2883,972,Paid
CUST2884,1072,Unpaid
CUST2885,297,Paid
CUST2886,427,Paid
CUST2887,271,Unpaid
CUST2888,900,Paid
CUST2889,1266,Unpaid
CUST2890,1398,Unpaid
CUST2891,1400,Paid
CUST2892,528,Paid
CUST2893,433,Unpaid
CUST2894,1163,Unpaid
CUST2895,634,Paid
CUST2896,246,Unpaid
CUST2897,974,Unpaid
CUST2898,961,Unpaid
CUST2899,666,Paid
CUST2900,693,Paid
CUST2901,1358,Unpaid
CUST2902,1382,Unpaid
CUST2903,777,Unpaid
CUST2904,683,Unpaid
CUST2905,1535,Paid
CUST2906,1562,Paid
CUST2907,539,Unpaid
CUST2908,671,Paid
CUST2909,589,Paid
CUST2910,1601,Paid
CUST2911,525,Paid
CUST2912,1321,Paid
CUST2913,1298,Paid
CUST2914,1017,Unpaid
CUST2915,1867,Paid
CUST2916,685,Unpaid
CUST2917,1016,Paid
CUST2918,1058,Paid
CUST2919,1716,Paid
CUST2920,1439,Paid
CUST2921,1206,Unpaid
CUST2922,619,Paid
CUST2923,1659,Paid
CUST2924,517,Paid
CUST2925,1001,Paid
CUST2926,411,Unpaid
CUST2927,1177,Paid
CUST2928,1954,Paid
CUST2929,1757,Unpaid
CUST2930,1640,Paid
CUST2931,404,Unpaid
CUST2932,573,Unpaid
CUST2933,739,Paid
CUST2934,623,Unpaid
CUST2935,694,Unpaid
CUST2936,1061,Paid
CUST2937,472,Paid
CUST2938,1311,Unpaid
CUST2939,860,Paid
CUST2940,1716,Unpaid
CUST2941,1848,Unpaid
CUST2942,1407,Unpaid
CUST2943,432,Paid
CUST2944,1392,Paid
CUST2945,243,Paid
CUST2946,1168,Unpaid
CUST2947,1845,Paid
CUST2948,1078,Unpaid
CUST2949,915,Paid
CUST2950,1451,Paid
CUST2951,587,Paid
CUST2952,1463,Unpaid
CUST2953,1218,Unpaid
CUST2954,322,Paid
CUST2955,559,Unpaid
CUST2956,1263,Unpaid
CUST2957,725,Paid
CUST2958,1118,Paid
CUST2959,819,Paid
CUST2960,683,Unpaid
CUST2961,352,Paid
CUST2962,1423,Unpaid
CUST2963,1747,Unpaid
CUST2964,1476,Paid
CUST2965,200,Unpaid
CUST2966,463,Unpaid
CUST2967,1733,Unpaid
CUST2968,1728,Paid
CUST2969,803,Paid
CUST2970,228,Unpaid
CUST2971,1830,Paid
CUST2972,1340,Paid
CUST2973,1763,Unpaid
CUST2974,747,Paid
CUST2975,863,Paid
CUST2976,489,Paid
CUST2977,991,Unpaid
CUST2978,838,Unpaid
CUST2979,1009,Unpaid
CUST2980,1910,Paid
CUST2981,369,Unpaid
CUST2982,343,Unpaid
CUST2983,523,Unpaid
CUST2984,1476,Unpaid
CUST2985,246,Unpaid
CUST2986,989,Unpaid
CUST2987,782,Paid
CUST2988,300,Unpaid
CUST2989,482,Paid
CUST2990,1407,Unpaid
CUST2991,554,Paid
CUST2992,1624,Unpaid
CUST2993,437,Paid
CUST2994,979,Unpaid
CUST2995,307,Unpaid
CUST2996,1569,Paid
CUST2997,1459,Unpaid
CUST2998,824,Unpaid
CUST2999,1887,Unpaid
CUST3000,1478,Unpaid
CUST3001,1323,Unpaid
CUST3002,1350,Unpaid
CUST3003,777,Unpaid
CUST3004,241,Unpaid
CUST3005,757,Unpaid
CUST3006,470,Paid
CUST3007,766,Unpaid
CUST3008,1680,Paid
CUST3009,1158,Unpaid
CUST3010,1287,Unpaid
CUST3011,509,Paid
CUST3012,986,Unpaid
CUST3013,1305,Paid
CUST3014,1266,Unpaid
CUST3015,1472,Unpaid
CUST3016,221,Paid
CUST3017,242,Paid
CUST3018,1150,Paid
CUST3019,934,Paid
CUST3020,1252,Paid
CUST3021,582,Paid
CUST3022,472,Paid
CUST3023,598,Paid
CUST3024,1761,Unpaid
CUST3025,429,Paid
CUST3026,1372,Unpaid
CUST3027,1283,Unpaid
CUST3028,1444,Unpaid
CUST3029,916,Paid
CUST3030,1364,Unpaid
CUST3031,221,Unpaid
CUST3032,887,Unpaid
CUST3033,422,Unpaid
CUST3034,447,Unpaid
CUST3035,1040,Paid
CUST3036,1691,Paid
CUST3037,1787,Unpaid
CUST3038,1339,Paid
CUST3039,1150,Unpaid
CUST3040,1083,Paid
CUST3041,202,Paid
CUST3042,978,Paid
CUST3043,318,Unpaid
CUST3044,1831,Unpaid
CUST3045,1319,Paid
CUST3046,1112,Paid
CUST3047,1246,Unpaid
CUST3048,1139,Paid
CUST3049,221,Unpaid
CUST3050,621,Unpaid
CUST3051,1027,Unpaid
CUST3052,1057,Unpaid
CUST3053,1621,Paid
CUST3054,505,Unpaid
CUST3055,1076,Paid
CUST3056,819,Paid
CUST3057,201,Unpaid
CUST3058,623,Unpaid
CUST3059,1971,Paid
CUST3060,710,Paid
CUST3061,201,Paid
CUST3062,780,Unpaid
CUST3063,1381,Paid
CUST3064,1059,Paid
CUST3065,1379,Paid
CUST3066,1446,Unpaid
CUST3067,306,Paid
CUST3068,606,Unpaid
CUST3069,1577,Unpaid
CUST3070,248,Paid
CUST3071,287,Paid
CUST3072,1311,Unpaid
CUST3073,770,Paid
CUST3074,494,Paid
CUST3075,1698,Paid
CUST3076,491,Unpaid
CUST3077,262,Unpaid
CUST3078,708,Unpaid
CUST3079,506,Unpaid
CUST3080,1104,Unpaid
CUST3081,1180,Unpaid
CUST3082,445,Unpaid
CUST3083,463,Paid
CUST3084,687,Paid
CUST3085,1240,Paid
CUST3086,1534,Unpaid
CUST3087,660,Paid
CUST3088,203,Paid
CUST3089,1854,Paid
CUST3090,1178,Unpaid
CUST3091,1622,Paid
CUST3092,1567,Unpaid
CUST3093,1000,Paid
CUST3094,1318,Unpaid
CUST3095,1520,Paid
CUST3096,701,Unpaid
CUST3097,1349,Paid
CUST3098,1423,Paid
CUST3099,693,Paid
CUST3100,317,Unpaid
CUST3101,1466,Unpaid
CUST3102,778,Unpaid
CUST3103,278,Paid
CUST3104,1218,Paid
CUST3105,1701,Unpaid
CUST3106,1041,Unpaid
CUST3107,1023,Paid
CUST3108,1796,Unpaid
CUST3109,486,Unpaid
CUST3110,270,Unpaid
CUST3111,1557,Paid
CUST3112,1332,Paid
CUST3113,1707,Paid
CUST3114,1597,Paid
CUST3115,1978,Unpaid
CUST3116,1707,Unpaid
CUST3117,269,Unpaid
CUST3118,1861,Paid
CUST3119,748,Paid
CUST3120,1877,Paid
CUST3121,629,Unpaid
CUST3122,1944,Unpaid
CUST3123,688,Unpaid
CUST3124,1694,Unpaid
CUST3125,1951,Paid
CUST3126,1744,Unpaid
CUST3127,1172,Unpaid
CUST3128,1909,Paid
CUST3129,772,Unpaid
CUST3130,1748,Unpaid
CUST3131,1224,Paid
CUST3132,893,Paid
CUST3133,1067,Unpaid
CUST3134,280,Unpaid
CUST3135,430,Unpaid
CUST3136,1479,Paid
CUST3137,313,Paid
CUST3138,1808,Paid
CUST3139,1653,Paid
CUST3140,1256,Unpaid
CUST3141,884,Paid
CUST3142,480,Unpaid
CUST3143,1352,Paid
CUST3144,375,Paid
CUST3145,1602,Paid
CUST3146,1240,Unpaid
CUST3147,1833,Paid
CUST3148,302,Unpaid
CUST3149,1861,Paid
CUST3150,1945,Paid
CUST3151,1813,Paid
CUST3152,204,Unpaid
CUST3153,1250,Unpaid
CUST3154,935,Unpaid
CUST3155,637,Unpaid
CUST3156,572,Unpaid
CUST3157,1041,Unpaid
CUST3158,662,Paid
CUST3159,774,Unpaid
CUST3160,680,Paid
CUST3161,1876,Unpaid
CUST3162,1171,Unpaid
CUST3163,1942,Paid
CUST3164,720,Paid
CUST3165,1588,Paid
CUST3166,1183,Unpaid
CUST3167,355,Unpaid
CUST3168,1381,Unpaid
CUST3169,955,Unpaid
CUST3170,349,Paid
CUST3171,354,Unpaid
CUST3172,1946,Paid
CUST3173,946,Paid
CUST3174,581,Paid
CUST3175,1806,Unpaid
CUST3176,244,Unpaid
CUST3177,1103,Unpaid
CUST3178,749,Unpaid
CUST3179,1606,Unpaid
CUST3180,454,Paid
CUST3181,853,Unpaid
CUST3182,1918,Unpaid
CUST3183,929,Unpaid
CUST3184,918,Paid
CUST3185,1481,Unpaid
CUST3186,1115,Unpaid
CUST3187,774,Unpaid
CUST3188,1778,Unpaid
CUST3189,1581,Paid
CUST3190,450,Unpaid
CUST3191,1413,Paid
CUST3192,1621,Unpaid
CUST3193,660,Paid
CUST3194,1926,Unpaid
CUST3195,1995,Paid
CUST3196,869,Unpaid
CUST3197,1982,Paid
CUST3198,471,Unpaid
CUST3199,1252,Unpaid
CUST3200,1244,Paid
CUST3201,1449,Unpaid
CUST3202,1408,Unpaid
CUST3203,382,Paid
CUST3204,1878,Paid
CUST3205,833,Unpaid
CUST3206,470,Paid
CUST3207,1805,Paid
CUST3208,1818,Unpaid
CUST3209,746,Paid
CUST3210,812,Unpaid
CUST3211,382,Unpaid
CUST3212,418,Unpaid
CUST3213,1244,Unpaid
CUST3214,1989,Paid
CUST3215,455,Unpaid
CUST3216,1521,Paid
CUST3217,1630,Unpaid
CUST3218,1142,Unpaid
CUST3219,660,Paid
CUST3220,237,Paid
CUST3221,1692,Paid
CUST3222,1317,Unpaid
CUST3223,644,Unpaid
CUST3224,436,Paid
CUST3225,1472,Unpaid
CUST3226,1759,Unpaid
CUST3227,622,Paid
CUST3228,821,Unpaid
CUST3229,1628,Unpaid
CUST3230,238,Unpaid
CUST3231,1581,Unpaid
CUST3232,402,Paid
CUST3233,1319,Paid
CUST3234,259,Paid
CUST3235,1548,Paid
CUST3236,784,Paid
CUST3237,323,Unpaid
CUST3238,245,Paid
CUST3239,1301,Paid
CUST3240,940,Paid
CUST3241,1825,Paid
CUST3242,1026,Unpaid
CUST3243,708,Unpaid
CUST3244,840,Paid
CUST3245,481,Paid
CUST3246,390,Unpaid
CUST3247,1140,Paid
CUST3248,1791,Unpaid
CUST3249,483,Paid
CUST3250,1142,Unpaid
CUST3251,1175,Unpaid
CUST3252,1326,Paid
CUST3253,1113,Unpaid
CUST3254,599,Paid
CUST3255,1519,Paid
CUST3256,721,Unpaid
CUST3257,338,Unpaid
CUST3258,1881,Paid
CUST3259,532,Paid
CUST3260,1869,Paid
CUST3261,1580,Unpaid
CUST3262,1858,Unpaid
CUST3263,1106,Unpaid
CUST3264,1740,Paid
CUST3265,1326,Paid
CUST3266,1440,Unpaid
CUST3267,786,Paid
CUST3268,1494,Paid
CUST3269,1288,Unpaid
CUST3270,959,Paid
CUST3271,688,Paid
CUST3272,1895,Unpaid
CUST3273,1359,Unpaid
CUST3274,735,Unpaid
CUST3275,386,Unpaid
CUST3276,1410,Unpaid
CUST3277,1315,Unpaid
CUST3278,1714,Unpaid
CUST3279,1672,Unpaid
CUST3280,1805,Unpaid
CUST3281,1383,Unpaid
CUST3282,1049,Paid
CUST3283,1091,Paid
CUST3284,1796,Paid
CUST3285,1633,Paid
CUST3286,1402,Paid
CUST3287,635,Paid
CUST3288,1639,Paid
CUST3289,1595,Paid
CUST3290,1568,Unpaid
CUST3291,628,Paid
CUST3292,786,Unpaid
CUST3293,255,Unpaid
CUST3294,1585,Unpaid
CUST3295,1624,Paid
CUST3296,257,Paid
CUST3297,965,Paid
CUST3298,810,Paid
CUST3299,849,Unpaid
CUST3300,1681,Paid
CUST3301,1777,Unpaid
CUST3302,716,Paid
CUST3303,735,Paid
CUST3304,1317,Unpaid
CUST3305,1948,Unpaid
CUST3306,606,Unpaid
CUST3307,730,Unpaid
CUST3308,1454,Paid
CUST3309,659,Unpaid
CUST3310,317,Unpaid
CUST3311,624,Unpaid
CUST3312,776,Unpaid
CUST3313,739,Unpaid
CUST3314,1451,Unpaid
CUST3315,1475,Unpaid
CUST3316,411,Unpaid
CUST3317,800,Paid
CUST3318,1383,Paid
CUST3319,1207,Unpaid
CUST3320,466,Paid
CUST3321,1545,Unpaid
CUST3322,1308,Paid
CUST3323,1187,Paid
CUST3324,466,Unpaid
CUST3325,1564,Unpaid
CUST3326,1416,Paid
CUST3327,529,Paid
CUST3328,1039,Paid
CUST3329,1760,Unpaid
CUST3330,1860,Paid
CUST3331,1293,Paid
CUST3332,1203,Paid
CUST3333,553,Paid
CUST3334,904,Unpaid
CUST3335,1641,Paid
CUST3336,789,Paid
CUST3337,1572,Paid
CUST3338,390,Unpaid
CUST3339,759,Paid
CUST3340,716,Paid
CUST3341,507,Paid
CUST3342,725,Paid
CUST3343,1833,Unpaid
CUST3344,580,Unpaid
CUST3345,873,Unpaid
CUST3346,556,Paid
CUST3347,200,Unpaid
CUST3348,1038,Unpaid
CUST3349,806,Paid
CUST3350,1858,Paid
CUST3351,1506,Paid
CUST3352,309,Unpaid
CUST3353,976,Paid
CUST3354,611,Paid
CUST3355,779,Unpaid
CUST3356,387,Unpaid
CUST3357,265,Unpaid
CUST3358,437,Paid
CUST3359,1394,Unpaid
CUST3360,1414,Unpaid
CUST3361,560,Unpaid
CUST3362,313,Paid
CUST3363,1041,Unpaid
CUST3364,1367,Unpaid
CUST3365,608,Paid
CUST3366,1389,Unpaid
CUST3367,1039,Unpaid
CUST3368,1981,Paid
CUST3369,303,Paid
CUST3370,1394,Unpaid
CUST3371,1962,Unpaid
CUST3372,858,Paid
CUST3373,465,Unpaid
CUST3374,1111,Paid
CUST3375,1738,Unpaid
CUST3376,834,Unpaid
CUST3377,886,Unpaid
CUST3378,407,Unpaid
CUST3379,383,Unpaid
CUST3380,1309,Unpaid
CUST3381,1572,Paid
CUST3382,1557,Paid
CUST3383,534,Paid
CUST3384,1193,Unpaid
CUST3385,488,Paid
CUST3386,863,Unpaid
CUST3387,1866,Paid
CUST3388,580,Unpaid
CUST3389,1078,Paid
CUST3390,1588,Paid
CUST3391,1886,Paid
CUST3392,1589,Paid
CUST3393,204,Paid
CUST3394,1980,Paid
CUST3395,1108,Unpaid
CUST3396,1086,Unpaid
CUST3397,1990,Unpaid
CUST3398,1411,Paid
CUST3399,360,Unpaid
CUST3400,1575,Paid
CUST3401,1295,Paid
CUST3402,871,Paid
CUST3403,1622,Unpaid
CUST3404,1250,Paid
CUST3405,922,Unpaid
CUST3406,304,Unpaid
CUST3407,710,Paid
CUST3408,1605,Paid
CUST3409,1248,Unpaid
CUST3410,968,Paid
CUST3411,615,Paid
CUST3412,248,Unpaid
CUST3413,1818,Paid
CUST3414,683,Unpaid
CUST3415,1189,Unpaid
CUST3416,1372,Paid
CUST3417,422,Unpaid
CUST3418,1953,Unpaid
CUST3419,990,Paid
CUST3420,1995,Unpaid
CUST3421,386,Paid
CUST3422,1293,Paid
CUST3423,777,Unpaid
CUST3424,1575,Unpaid
CUST3425,766,Paid
CUST3426,1274,Unpaid
CUST3427,538,Unpaid
CUST3428,975,Unpaid
CUST3429,1815,Paid
CUST3430,266,Unpaid
CUST3431,250,Paid
CUST3432,1136,Paid
CUST3433,1498,Paid
CUST3434,738,Unpaid
CUST3435,363,Unpaid
CUST3436,206,Unpaid
CUST3437,793,Unpaid
CUST3438,338,Paid
CUST3439,295,Unpaid
CUST3440,1178,Unpaid
CUST3441,1390,Unpaid
CUST3442,1852,Unpaid
CUST3443,1227,Unpaid
CUST3444,390,Unpaid
CUST3445,790,Paid
CUST3446,1415,Unpaid
CUST3447,1823,Unpaid
CUST3448,239,Unpaid
CUST3449,1250,Paid
CUST3450,1465,Paid
CUST3451,447,Paid
CUST3452,812,Paid
CUST3453,1484,Unpaid
CUST3454,1163,Unpaid
CUST3455,460,Unpaid
CUST3456,744,Paid
CUST3457,1322,Paid
CUST3458,794,Paid
CUST3459,863,Paid
CUST3460,832,Paid
CUST3461,855,Paid
CUST3462,1050,Unpaid
CUST3463,1493,Unpaid
CUST3464,294,Unpaid
CUST3465,1364,Paid
CUST3466,1206,Paid
CUST3467,801,Paid
CUST3468,1442,Paid
CUST3469,463,Unpaid
CUST3470,1512,Unpaid
CUST3471,1888,Unpaid
CUST3472,1631,Unpaid
CUST3473,1057,Unpaid
CUST3474,1377,Paid
CUST3475,407,Unpaid
CUST3476,1177,Unpaid
CUST3477,881,Paid
CUST3478,1876,Unpaid
CUST3479,596,Unpaid
CUST3480,1358,Unpaid
CUST3481,1075,Unpaid
CUST3482,1699,Paid
CUST3483,1663,Unpaid
CUST3484,1526,Unpaid
CUST3485,206,Unpaid
CUST3486,465,Paid
CUST3487,1563,Paid
CUST3488,605,Paid
CUST3489,881,Unpaid
CUST3490,240,Paid
CUST3491,510,Unpaid
CUST3492,352,Paid
CUST3493,1488,Paid
CUST3494,502,Unpaid
CUST3495,1965,Unpaid
CUST3496,1503,Unpaid
CUST3497,1304,Unpaid
CUST3498,1550,Paid
CUST3499,1000,Unpaid
CUST3500,731,Unpaid
CUST3501,361,Unpaid
CUST3502,1939,Unpaid
CUST3503,384,Unpaid
CUST3504,461,Paid
CUST3505,1709,Unpaid
CUST3506,1365,Unpaid
CUST3507,820,Paid
CUST3508,975,Paid
CUST3509,1361,Paid
CUST3510,1239,Paid
CUST3511,1352,Paid
CUST3512,804,Paid
CUST3513,942,Paid
CUST3514,1905,Paid
CUST3515,462,Unpaid
CUST3516,1816,Paid
CUST3517,1430,Unpaid
CUST3518,1678,Paid
CUST3519,1049,Unpaid
CUST3520,1185,Unpaid
CUST3521,792,Paid
CUST3522,1815,Paid
CUST3523,1274,Paid
CUST3524,1223,Paid
CUST3525,1022,Unpaid
CUST3526,1659,Paid
CUST3527,319,Unpaid
CUST3528,1399,Paid
CUST3529,1269,Paid
CUST3530,952,Unpaid
CUST3531,1185,Paid
CUST3532,1284,Unpaid
CUST3533,1374,Unpaid
CUST3534,1173,Unpaid
CUST3535,1535,Unpaid
CUST3536,631,Paid
CUST3537,656,Paid
CUST3538,1913,Unpaid
CUST3539,221,Unpaid
CUST3540,1358,Unpaid
CUST3541,200,Paid
CUST3542,1952,Paid
CUST3543,1041,Paid
CUST3544,1674,Paid
CUST3545,1244,Unpaid
CUST3546,1644,Unpaid
CUST3547,1761,Paid
CUST3548,1601,Unpaid
CUST3549,1425,Unpaid
CUST3550,348,Paid
CUST3551,318,Unpaid
CUST3552,464,Unpaid
CUST3553,948,Unpaid
CUST3554,1153,Unpaid
CUST3555,648,Unpaid
CUST3556,1872,Unpaid
CUST3557,375,Paid
CUST3558,571,Paid
CUST3559,722,Unpaid
CUST3560,1598,Paid
CUST3561,435,Unpaid
CUST3562,1177,Paid
CUST3563,1911,Paid
CUST3564,1828,Unpaid
CUST3565,1244,Unpaid
CUST3566,1392,Unpaid
CUST3567,1906,Unpaid
CUST3568,1032,Paid
CUST3569,1110,Unpaid
CUST3570,322,Paid
CUST3571,941,Unpaid
CUST3572,351,Unpaid
CUST3573,1269,Paid
CUST3574,1735,Unpaid
CUST3575,1811,Unpaid
CUST3576,1090,Unpaid
CUST3577,1157,Paid
CUST3578,1072,Paid
CUST3579,687,Paid
CUST3580,1244,Unpaid
CUST3581,1677,Unpaid
CUST3582,1755,Paid
CUST3583,1540,Unpaid
CUST3584,658,Paid
CUST3585,1251,Unpaid
CUST3586,894,Paid
CUST3587,1949,Paid
CUST3588,699,Unpaid
CUST3589,1598,Unpaid
CUST3590,1663,Paid
CUST3591,1505,Paid
CUST3592,852,Unpaid
CUST3593,1887,Paid
CUST3594,224,Paid
CUST3595,746,Paid
CUST3596,1639,Paid
CUST3597,1823,Unpaid
CUST3598,1727,Unpaid
CUST3599,1969,Unpaid
CUST3600,1688,Paid
CUST3601,248,Paid
CUST3602,889,Paid
CUST3603,1751,Paid
CUST3604,1485,Paid
CUST3605,338,Paid
CUST3606,1428,Paid
CUST3607,452,Unpaid
CUST3608,1440,Unpaid
CUST3609,1386,Paid
CUST3610,929,Paid
CUST3611,1147,Paid
CUST3612,849,Paid
CUST3613,841,Unpaid
CUST3614,457,Unpaid
CUST3615,598,Paid
CUST3616,527,Paid
