customerID,predicted_bill,bill_drop,drop_flag,offer,email
4361-BKAXE,121.69376967807275,-7.193769678072755,False,Loyalty Discount Offer,"Hello 4361-BKAXE, Offer: Loyalty Discount Offer"
9845-PEEKO,88.65151958125175,-9.451519581251745,False,Loyalty Discount Offer,"Hello 9845-PEEKO, Offer: Loyalty Discount Offer"
0455-XFASS,68.400443484224,1.1495565157759984,False,Premium Speed Upgrade,"Hello 0455-XFASS, Offer: Premium Speed Upgrade"
0301-KOBTQ,22.952695731174035,-2.9026957311740347,False,Loyalty Discount Offer,"Hello 0301-KOBTQ, Offer: Loyalty Discount Offer"
1751-NCDLI,101.95148459135946,-3.1014845913594655,False,Loyalty Discount Offer,"Hello 1751-NCDLI, Offer: Loyalty Discount Offer"
4367-NUYAO,27.106729897566087,-1.3567298975660869,False,Entertainment Bundle,"Hello 4367-NUYAO, Offer: Entertainment Bundle"
9878-TNQGW,83.70349596712796,-2.753495967127961,False,Premium Speed Upgrade,"Hello 9878-TNQGW, Offer: Premium Speed Upgrade"
9170-ARBTB,24.96387090446978,-5.363870904469778,False,Loyalty Discount Offer,"Hello 9170-ARBTB, Offer: Loyalty Discount Offer"
4441-NIHPT,74.31008329437324,-0.010083294373245622,False,Premium Speed Upgrade,"Hello 4441-NIHPT, Offer: Premium Speed Upgrade"
8999-BOHSE,92.31056690805498,-2.6105669080549774,False,Premium Speed Upgrade,"Hello 8999-BOHSE, Offer: Premium Speed Upgrade"
7241-AJHFS,89.7275783180418,-2.0775783180417875,False,Loyalty Discount Offer,"Hello 7241-AJHFS, Offer: Loyalty Discount Offer"
7029-RPUAV,102.28191570833752,-1.8319157083375188,False,Premium Speed Upgrade,"Hello 7029-RPUAV, Offer: Premium Speed Upgrade"
4546-FOKWR,72.15730030180995,2.592699698190046,False,Premium Speed Upgrade,"Hello 4546-FOKWR, Offer: Premium Speed Upgrade"
9036-CSKBW,119.35679748120361,-11.906797481203611,False,Loyalty Discount Offer,"Hello 9036-CSKBW, Offer: Loyalty Discount Offer"
5832-TRLPB,84.72555552699104,-9.37555552699105,False,Loyalty Discount Offer,"Hello 5832-TRLPB, Offer: Loyalty Discount Offer"
8590-YFFQO,77.90525908729246,-12.955259087292461,False,Loyalty Discount Offer,"Hello 8590-YFFQO, Offer: Loyalty Discount Offer"
8659-IOOPU,112.1038917716044,-11.653891771604393,False,Loyalty Discount Offer,"Hello 8659-IOOPU, Offer: Loyalty Discount Offer"
1338-CECEE,78.51528015445251,-10.015280154452512,False,Loyalty Discount Offer,"Hello 1338-CECEE, Offer: Loyalty Discount Offer"
7439-DKZTW,78.93856683978058,1.6114331602194198,False,Premium Speed Upgrade,"Hello 7439-DKZTW, Offer: Premium Speed Upgrade"
4646-QZXTF,86.25727038064544,-5.007270380645437,False,Standard Add-on Pack,"Hello 4646-QZXTF, Offer: Standard Add-on Pack"
4607-CHPCA,92.65359863095037,-2.253598630950364,False,Loyalty Discount Offer,"Hello 4607-CHPCA, Offer: Loyalty Discount Offer"
9742-XOKTS,101.23265534942777,-11.682655349427776,False,Loyalty Discount Offer,"Hello 9742-XOKTS, Offer: Loyalty Discount Offer"
6921-OZMFH,55.14297695177652,0.5570230482234848,False,Standard Add-on Pack,"Hello 6921-OZMFH, Offer: Standard Add-on Pack"
9578-FOMUK,24.54602021969918,0.2539797803008206,False,Entertainment Bundle,"Hello 9578-FOMUK, Offer: Entertainment Bundle"
4712-UYOOI,12.20748924361427,7.792510756385729,True,Entertainment Bundle,"Hello 4712-UYOOI, Offer: Entertainment Bundle"
8824-RWFXJ,60.4767494095712,-4.3267494095712,False,Standard Add-on Pack,"Hello 8824-RWFXJ, Offer: Standard Add-on Pack"
7722-CVFXN,115.62082074369984,-10.420820743699835,False,Loyalty Discount Offer,"Hello 7722-CVFXN, Offer: Loyalty Discount Offer"
8717-VCTXJ,25.866365633483017,-6.3163656334830165,False,Loyalty Discount Offer,"Hello 8717-VCTXJ, Offer: Loyalty Discount Offer"
7363-QTBIW,76.62018814575526,3.1298118542447355,True,Premium Speed Upgrade,"Hello 7363-QTBIW, Offer: Premium Speed Upgrade"
4159-NAAIX,108.32554781013462,-10.87554781013462,False,Loyalty Discount Offer,"Hello 4159-NAAIX, Offer: Loyalty Discount Offer"
0971-QIFJK,27.593168873660453,-3.343168873660453,False,Loyalty Discount Offer,"Hello 0971-QIFJK, Offer: Loyalty Discount Offer"
9397-TZSHA,28.8024620786008,-4.202462078600799,False,Loyalty Discount Offer,"Hello 9397-TZSHA, Offer: Loyalty Discount Offer"
3391-JSQEW,54.478062707749416,-4.328062707749417,False,Loyalty Discount Offer,"Hello 3391-JSQEW, Offer: Loyalty Discount Offer"
0343-QLUZP,48.718635198464945,-9.118635198464943,False,Loyalty Discount Offer,"Hello 0343-QLUZP, Offer: Loyalty Discount Offer"
9763-PDTKK,98.03486574635176,-3.6348657463517497,False,Premium Speed Upgrade,"Hello 9763-PDTKK, Offer: Premium Speed Upgrade"
2176-LVPNX,106.14013546138455,-16.29013546138455,False,Loyalty Discount Offer,"Hello 2176-LVPNX, Offer: Loyalty Discount Offer"
7627-JKIAZ,80.29136377594189,-1.3413637759418862,False,Loyalty Discount Offer,"Hello 7627-JKIAZ, Offer: Loyalty Discount Offer"
3312-UUMZW,102.25083781027934,-3.4008378102793415,False,Loyalty Discount Offer,"Hello 3312-UUMZW, Offer: Loyalty Discount Offer"
1271-UODNO,60.029922004915555,-6.179922004915554,False,Loyalty Discount Offer,"Hello 1271-UODNO, Offer: Loyalty Discount Offer"
8461-EFQYM,32.95683117049378,-8.706831170493778,False,Loyalty Discount Offer,"Hello 8461-EFQYM, Offer: Loyalty Discount Offer"
6900-RBKER,96.93476240591815,-7.484762405918147,False,Loyalty Discount Offer,"Hello 6900-RBKER, Offer: Loyalty Discount Offer"
6891-JPYFF,111.05219809342559,-5.802198093425588,False,Loyalty Discount Offer,"Hello 6891-JPYFF, Offer: Loyalty Discount Offer"
1459-QNFQT,74.6013087919881,-15.101308791988103,False,Loyalty Discount Offer,"Hello 1459-QNFQT, Offer: Loyalty Discount Offer"
1047-NNCBF,70.76105186590195,-0.21105186590195046,False,Premium Speed Upgrade,"Hello 1047-NNCBF, Offer: Premium Speed Upgrade"
3696-XRIEN,96.87406061113212,-14.374060611132123,False,Loyalty Discount Offer,"Hello 3696-XRIEN, Offer: Loyalty Discount Offer"
4081-DYXAV,52.07746044405314,-7.227460444053136,False,Entertainment Bundle,"Hello 4081-DYXAV, Offer: Entertainment Bundle"
0074-HDKDG,67.06399017456187,-5.463990174561864,False,Loyalty Discount Offer,"Hello 0074-HDKDG, Offer: Loyalty Discount Offer"
8791-GFXLZ,51.41686306460735,-2.366863064607351,False,Entertainment Bundle,"Hello 8791-GFXLZ, Offer: Entertainment Bundle"
8111-SLLHI,108.30730921396449,-2.6573092139644814,False,Loyalty Discount Offer,"Hello 8111-SLLHI, Offer: Loyalty Discount Offer"
0927-LCSMG,74.10527093047449,0.5447290695255163,False,Premium Speed Upgrade,"Hello 0927-LCSMG, Offer: Premium Speed Upgrade"
9330-DHBFL,73.89144829997828,-7.641448299978279,False,Standard Add-on Pack,"Hello 9330-DHBFL, Offer: Standard Add-on Pack"
0098-BOWSO,17.621723306812157,1.7782766931878413,False,Loyalty Discount Offer,"Hello 0098-BOWSO, Offer: Loyalty Discount Offer"
3452-ABWRL,87.55752482057382,-1.5075248205738205,False,Loyalty Discount Offer,"Hello 3452-ABWRL, Offer: Loyalty Discount Offer"
5859-HZYLF,23.09271443087657,-3.9427144308765705,False,Loyalty Discount Offer,"Hello 5859-HZYLF, Offer: Loyalty Discount Offer"
8257-RZAHR,66.2438415084914,-1.543841508491397,False,Standard Add-on Pack,"Hello 8257-RZAHR, Offer: Standard Add-on Pack"
5293-WXJAK,110.8274225380974,-6.777422538097397,False,Premium Speed Upgrade,"Hello 5293-WXJAK, Offer: Premium Speed Upgrade"
3156-QLHBO,17.257068603013824,1.992931396986176,False,Entertainment Bundle,"Hello 3156-QLHBO, Offer: Entertainment Bundle"
2208-NQBCT,82.76168672942914,-0.811686729429141,False,Loyalty Discount Offer,"Hello 2208-NQBCT, Offer: Loyalty Discount Offer"
1779-PWPMG,131.17817433656165,-16.528174336561648,False,Loyalty Discount Offer,"Hello 1779-PWPMG, Offer: Loyalty Discount Offer"
6621-NRZAK,27.52894097783668,-7.52894097783668,False,Loyalty Discount Offer,"Hello 6621-NRZAK, Offer: Loyalty Discount Offer"
0831-JNISG,22.894784369717865,-3.094784369717864,False,Loyalty Discount Offer,"Hello 0831-JNISG, Offer: Loyalty Discount Offer"
0774-IFUVM,66.8948001396952,-1.7448001396952009,False,Standard Add-on Pack,"Hello 0774-IFUVM, Offer: Standard Add-on Pack"
3082-WQRVY,23.752345484632993,-4.102345484632995,False,Entertainment Bundle,"Hello 3082-WQRVY, Offer: Entertainment Bundle"
9553-DLCLU,100.00487299326564,-11.054872993265633,False,Standard Add-on Pack,"Hello 9553-DLCLU, Offer: Standard Add-on Pack"
1641-BYBTK,20.2514136266033,-0.05141362660329918,False,Entertainment Bundle,"Hello 1641-BYBTK, Offer: Entertainment Bundle"
2460-NGXBJ,72.44988882589216,2.7501111741078432,False,Premium Speed Upgrade,"Hello 2460-NGXBJ, Offer: Premium Speed Upgrade"
2446-ZKVAF,56.451152906952586,0.3488470930474108,False,Standard Add-on Pack,"Hello 2446-ZKVAF, Offer: Standard Add-on Pack"
0841-NULXI,33.75385635142518,1.7961436485748195,False,Entertainment Bundle,"Hello 0841-NULXI, Offer: Entertainment Bundle"
3522-CDKHF,75.6311580951692,-0.13115809516919796,False,Loyalty Discount Offer,"Hello 3522-CDKHF, Offer: Loyalty Discount Offer"
1430-SFQSA,39.857449826202554,-4.257449826202553,False,Loyalty Discount Offer,"Hello 1430-SFQSA, Offer: Loyalty Discount Offer"
0411-EZJZE,56.019898234824915,4.230101765175085,True,Standard Add-on Pack,"Hello 0411-EZJZE, Offer: Standard Add-on Pack"
7851-WZEKY,98.43901012645622,-3.289010126456219,False,Premium Speed Upgrade,"Hello 7851-WZEKY, Offer: Premium Speed Upgrade"
8844-TONUD,97.10607730334885,-0.4560773033488488,False,Premium Speed Upgrade,"Hello 8844-TONUD, Offer: Premium Speed Upgrade"
8807-ARQET,40.41721530108067,-0.06721530108066531,False,Loyalty Discount Offer,"Hello 8807-ARQET, Offer: Loyalty Discount Offer"
8992-CEUEN,11.593219772804769,7.256780227195232,True,Entertainment Bundle,"Hello 8992-CEUEN, Offer: Entertainment Bundle"
4320-QMLLA,52.42207650462517,2.4279234953748343,False,Standard Add-on Pack,"Hello 4320-QMLLA, Offer: Standard Add-on Pack"
8777-PVYGU,70.75382041322113,-6.453820413221138,False,Loyalty Discount Offer,"Hello 8777-PVYGU, Offer: Loyalty Discount Offer"
8292-ITGYJ,32.18403032025834,-7.5340303202583385,False,Loyalty Discount Offer,"Hello 8292-ITGYJ, Offer: Loyalty Discount Offer"
6870-ZWMNX,89.61963417869528,-13.519634178695284,False,Loyalty Discount Offer,"Hello 6870-ZWMNX, Offer: Loyalty Discount Offer"
0621-CXBKL,21.973699309644733,-3.2736993096447335,False,Loyalty Discount Offer,"Hello 0621-CXBKL, Offer: Loyalty Discount Offer"
5268-DSMNQ,112.05487161069777,-14.10487161069777,False,Loyalty Discount Offer,"Hello 5268-DSMNQ, Offer: Loyalty Discount Offer"
5334-JLAXU,100.5635309739947,-6.4635309739947076,False,Loyalty Discount Offer,"Hello 5334-JLAXU, Offer: Loyalty Discount Offer"
4086-YQSNZ,78.40033723298792,1.999662767012083,False,Premium Speed Upgrade,"Hello 4086-YQSNZ, Offer: Premium Speed Upgrade"
6242-MBHPK,92.75118857025439,2.3488114297456093,False,Premium Speed Upgrade,"Hello 6242-MBHPK, Offer: Premium Speed Upgrade"
5868-CZJDR,34.481885145157015,-3.131885145157014,False,Entertainment Bundle,"Hello 5868-CZJDR, Offer: Entertainment Bundle"
9359-UGBTK,80.92085506650287,-8.570855066502872,False,Loyalty Discount Offer,"Hello 9359-UGBTK, Offer: Loyalty Discount Offer"
0135-NMXAP,87.05920250608438,2.6907974939156247,False,Premium Speed Upgrade,"Hello 0135-NMXAP, Offer: Premium Speed Upgrade"
4782-OSFXZ,97.79514086402965,-15.095140864029645,False,Loyalty Discount Offer,"Hello 4782-OSFXZ, Offer: Loyalty Discount Offer"
6479-OAUSD,28.02950481268487,-8.129504812684871,False,Loyalty Discount Offer,"Hello 6479-OAUSD, Offer: Loyalty Discount Offer"
7129-ACFOG,55.3185456370341,-1.5185456370341015,False,Standard Add-on Pack,"Hello 7129-ACFOG, Offer: Standard Add-on Pack"
4189-NAKJS,55.97781824011338,-4.427818240113382,False,Loyalty Discount Offer,"Hello 4189-NAKJS, Offer: Loyalty Discount Offer"
5562-BETPV,22.889508683341724,-3.2395086833417253,False,Entertainment Bundle,"Hello 5562-BETPV, Offer: Entertainment Bundle"
1282-IHQAC,55.756831117540266,-11.706831117540268,False,Loyalty Discount Offer,"Hello 1282-IHQAC, Offer: Loyalty Discount Offer"
9127-FHJBZ,130.11785717956008,-16.117857179560076,False,Loyalty Discount Offer,"Hello 9127-FHJBZ, Offer: Loyalty Discount Offer"
6270-OMFIW,104.46238284798231,-10.062382847982306,False,Loyalty Discount Offer,"Hello 6270-OMFIW, Offer: Loyalty Discount Offer"
1641-RQDAY,103.70840220788892,-3.3084022078889177,False,Loyalty Discount Offer,"Hello 1641-RQDAY, Offer: Loyalty Discount Offer"
0107-WESLM,16.774813744210054,3.075186255789948,True,Entertainment Bundle,"Hello 0107-WESLM, Offer: Entertainment Bundle"
6994-ORCWG,56.942070822289566,-2.6920708222895655,False,Standard Add-on Pack,"Hello 6994-ORCWG, Offer: Standard Add-on Pack"
1346-UFHAX,78.58864984625133,1.4113501537486712,False,Premium Speed Upgrade,"Hello 1346-UFHAX, Offer: Premium Speed Upgrade"
3992-YWPKO,111.31408637159099,-1.414086371590983,False,Premium Speed Upgrade,"Hello 3992-YWPKO, Offer: Premium Speed Upgrade"
2933-XEUJM,89.30332074642362,-10.10332074642362,False,Loyalty Discount Offer,"Hello 2933-XEUJM, Offer: Loyalty Discount Offer"
0125-LZQXK,103.12281778569007,-1.77281778569008,False,Premium Speed Upgrade,"Hello 0125-LZQXK, Offer: Premium Speed Upgrade"
5461-QKNTN,95.74282136555436,-1.4428213655543658,False,Loyalty Discount Offer,"Hello 5461-QKNTN, Offer: Loyalty Discount Offer"
4835-YSJMR,55.60978830230058,-5.809788302300582,False,Loyalty Discount Offer,"Hello 4835-YSJMR, Offer: Loyalty Discount Offer"
8399-YNDCH,63.88400457268331,-3.8340045726833125,False,Standard Add-on Pack,"Hello 8399-YNDCH, Offer: Standard Add-on Pack"
3164-YAXFY,61.43663321199412,-7.6866332119941205,False,Loyalty Discount Offer,"Hello 3164-YAXFY, Offer: Loyalty Discount Offer"
0887-WBJVH,99.45899879277965,-6.00899879277965,False,Loyalty Discount Offer,"Hello 0887-WBJVH, Offer: Loyalty Discount Offer"
4660-IRIBM,88.32074372684319,-0.4207437268431846,False,Premium Speed Upgrade,"Hello 4660-IRIBM, Offer: Premium Speed Upgrade"
5673-FSSMF,60.581542375997294,-0.43154237599729584,False,Standard Add-on Pack,"Hello 5673-FSSMF, Offer: Standard Add-on Pack"
7670-ZBPOQ,66.98502521295067,-5.935025212950677,False,Loyalty Discount Offer,"Hello 7670-ZBPOQ, Offer: Loyalty Discount Offer"
8089-UZWLX,113.65073369998652,-9.60073369998652,False,Loyalty Discount Offer,"Hello 8089-UZWLX, Offer: Loyalty Discount Offer"
0080-OROZO,110.10010419805737,-10.850104198057366,False,Loyalty Discount Offer,"Hello 0080-OROZO, Offer: Loyalty Discount Offer"
3916-NRPAP,83.91331109025596,1.7866889097440435,False,Premium Speed Upgrade,"Hello 3916-NRPAP, Offer: Premium Speed Upgrade"
6807-SIWJI,114.96075101231386,-10.11075101231387,False,Loyalty Discount Offer,"Hello 6807-SIWJI, Offer: Loyalty Discount Offer"
8221-HVAYI,76.23194901015022,-7.081949010150211,False,Loyalty Discount Offer,"Hello 8221-HVAYI, Offer: Loyalty Discount Offer"
1579-KLYDT,89.5972647120925,0.8527352879075067,False,Premium Speed Upgrade,"Hello 1579-KLYDT, Offer: Premium Speed Upgrade"
5232-NXPAY,85.4395638682874,-10.98956386828739,False,Loyalty Discount Offer,"Hello 5232-NXPAY, Offer: Loyalty Discount Offer"
8967-SZQAS,46.46401253295964,3.98598746704036,True,Standard Add-on Pack,"Hello 8967-SZQAS, Offer: Standard Add-on Pack"
4468-KAZHE,61.88094947593595,-1.8809494759359495,False,Standard Add-on Pack,"Hello 4468-KAZHE, Offer: Standard Add-on Pack"
0455-ENTCR,98.01072440217912,-12.760724402179122,False,Loyalty Discount Offer,"Hello 0455-ENTCR, Offer: Loyalty Discount Offer"
8944-AILEF,18.30497990882482,1.14502009117518,False,Entertainment Bundle,"Hello 8944-AILEF, Offer: Entertainment Bundle"
5542-NKVRU,25.297828268123563,-4.547828268123563,False,Loyalty Discount Offer,"Hello 5542-NKVRU, Offer: Loyalty Discount Offer"
7126-RBHSD,80.97828085996248,-2.078280859962476,False,Premium Speed Upgrade,"Hello 7126-RBHSD, Offer: Premium Speed Upgrade"
5370-IIVVL,114.60044900528872,-10.100449005288723,False,Loyalty Discount Offer,"Hello 5370-IIVVL, Offer: Loyalty Discount Offer"
6789-HJBWG,47.64118891776623,1.7588110822337697,False,Entertainment Bundle,"Hello 6789-HJBWG, Offer: Entertainment Bundle"
3927-NLNRY,103.6445950060996,-9.394595006099607,False,Loyalty Discount Offer,"Hello 3927-NLNRY, Offer: Loyalty Discount Offer"
9087-EYCPR,31.086596058070867,-6.086596058070867,False,Loyalty Discount Offer,"Hello 9087-EYCPR, Offer: Loyalty Discount Offer"
6791-YBNAK,23.547720140617116,2.0022798593828846,False,Entertainment Bundle,"Hello 6791-YBNAK, Offer: Entertainment Bundle"
6358-LYNGM,72.03118338240988,2.8688166175901273,False,Premium Speed Upgrade,"Hello 6358-LYNGM, Offer: Premium Speed Upgrade"
6077-BDPXA,65.89601662438889,4.253983375611114,True,Premium Speed Upgrade,"Hello 6077-BDPXA, Offer: Premium Speed Upgrade"
0013-MHZWF,70.0241981648722,-0.6241981648721975,False,Standard Add-on Pack,"Hello 0013-MHZWF, Offer: Standard Add-on Pack"
5494-HECPR,75.99478945640908,4.25521054359092,True,Premium Speed Upgrade,"Hello 5494-HECPR, Offer: Premium Speed Upgrade"
8268-YDIXR,105.94915348641115,-12.799153486411143,False,Loyalty Discount Offer,"Hello 8268-YDIXR, Offer: Loyalty Discount Offer"
9824-BEMCV,64.3622735292123,4.6377264707876975,True,Premium Speed Upgrade,"Hello 9824-BEMCV, Offer: Premium Speed Upgrade"
1373-ORVIZ,65.51418960440982,0.8358103955901726,False,Standard Add-on Pack,"Hello 1373-ORVIZ, Offer: Standard Add-on Pack"
4291-SHSBH,65.46318546885455,4.08681453114545,True,Premium Speed Upgrade,"Hello 4291-SHSBH, Offer: Premium Speed Upgrade"
6980-IMXXE,27.43984875388552,-7.239848753885521,False,Loyalty Discount Offer,"Hello 6980-IMXXE, Offer: Loyalty Discount Offer"
9866-QEVEE,84.8601006434078,1.1398993565921955,False,Premium Speed Upgrade,"Hello 9866-QEVEE, Offer: Premium Speed Upgrade"
9897-KXHCM,81.44548414534599,-1.1454841453459892,False,Premium Speed Upgrade,"Hello 9897-KXHCM, Offer: Premium Speed Upgrade"
0040-HALCW,23.75301875149623,-3.353018751496233,False,Loyalty Discount Offer,"Hello 0040-HALCW, Offer: Loyalty Discount Offer"
0784-GTUUK,29.40798832445617,-5.65798832445617,False,Loyalty Discount Offer,"Hello 0784-GTUUK, Offer: Loyalty Discount Offer"
7979-CORPM,90.07930589347008,0.47069410652991905,False,Premium Speed Upgrade,"Hello 7979-CORPM, Offer: Premium Speed Upgrade"
2294-DMMUS,77.84029825554006,-7.39029825554006,False,Loyalty Discount Offer,"Hello 2294-DMMUS, Offer: Loyalty Discount Offer"
0872-JCPIB,64.22480316195053,1.5251968380494674,False,Standard Add-on Pack,"Hello 0872-JCPIB, Offer: Standard Add-on Pack"
3055-MJDSB,22.669641420428697,1.9303585795713047,False,Entertainment Bundle,"Hello 3055-MJDSB, Offer: Entertainment Bundle"
9091-WTUUY,81.71755376186884,-12.467553761868842,False,Loyalty Discount Offer,"Hello 9091-WTUUY, Offer: Loyalty Discount Offer"
1618-CFHME,73.8275981949094,2.072401805090607,False,Premium Speed Upgrade,"Hello 1618-CFHME, Offer: Premium Speed Upgrade"
3165-HDOEW,42.5294246822499,3.320575317750098,True,Entertainment Bundle,"Hello 3165-HDOEW, Offer: Entertainment Bundle"
6581-NQCBA,51.990358600524345,-2.0403586005243426,False,Entertainment Bundle,"Hello 6581-NQCBA, Offer: Entertainment Bundle"
7115-IRDHS,30.337622943966984,-5.687622943966986,False,Loyalty Discount Offer,"Hello 7115-IRDHS, Offer: Loyalty Discount Offer"
8496-DMZUK,98.10599599676216,-7.705995996762155,False,Loyalty Discount Offer,"Hello 8496-DMZUK, Offer: Loyalty Discount Offer"
2040-VZIKE,106.72775823360053,-5.877758233600531,False,Loyalty Discount Offer,"Hello 2040-VZIKE, Offer: Loyalty Discount Offer"
9068-VPWQQ,90.8210460031934,-15.471046003193408,False,Loyalty Discount Offer,"Hello 9068-VPWQQ, Offer: Loyalty Discount Offer"
0178-SZBHO,88.43501642998338,-1.235016429983375,False,Loyalty Discount Offer,"Hello 0178-SZBHO, Offer: Loyalty Discount Offer"
0384-RVBPI,64.16039404084697,0.23960595915303884,False,Standard Add-on Pack,"Hello 0384-RVBPI, Offer: Standard Add-on Pack"
1689-MRZQR,78.32343590330093,-0.02343590330093548,False,Loyalty Discount Offer,"Hello 1689-MRZQR, Offer: Loyalty Discount Offer"
1299-AURJA,35.35941867530249,-10.659418675302494,False,Loyalty Discount Offer,"Hello 1299-AURJA, Offer: Loyalty Discount Offer"
4525-VZCZG,116.44265086407148,-10.592650864071487,False,Loyalty Discount Offer,"Hello 4525-VZCZG, Offer: Loyalty Discount Offer"
1543-LLLFT,112.62823361089087,-14.328233610890877,False,Loyalty Discount Offer,"Hello 1543-LLLFT, Offer: Loyalty Discount Offer"
5835-BEQEU,77.45540162815519,-0.5054016281551839,False,Premium Speed Upgrade,"Hello 5835-BEQEU, Offer: Premium Speed Upgrade"
2788-CJQAQ,20.992823516595855,-1.5428235165958561,False,Entertainment Bundle,"Hello 2788-CJQAQ, Offer: Entertainment Bundle"
5565-FILXA,98.08796615836116,-1.9379661583611494,False,Premium Speed Upgrade,"Hello 5565-FILXA, Offer: Premium Speed Upgrade"
0319-QZTCO,62.10679324625757,-3.406793246257564,False,Standard Add-on Pack,"Hello 0319-QZTCO, Offer: Standard Add-on Pack"
2120-SMPEX,17.641744518014296,2.508255481985703,False,Loyalty Discount Offer,"Hello 2120-SMPEX, Offer: Loyalty Discount Offer"
0096-FCPUF,65.59283927980057,-1.0928392798005717,False,Loyalty Discount Offer,"Hello 0096-FCPUF, Offer: Loyalty Discount Offer"
0668-OGMHD,26.886638172106906,1.613361827893094,False,Entertainment Bundle,"Hello 0668-OGMHD, Offer: Entertainment Bundle"
5552-ZNFSJ,40.32048653863997,4.979513461360028,True,Entertainment Bundle,"Hello 5552-ZNFSJ, Offer: Entertainment Bundle"
2223-KAGMX,15.851444909874775,3.548555090125223,True,Entertainment Bundle,"Hello 2223-KAGMX, Offer: Entertainment Bundle"
6507-ZJSUR,89.15211946646755,1.2978805335324495,False,Premium Speed Upgrade,"Hello 6507-ZJSUR, Offer: Premium Speed Upgrade"
9408-HRXRK,110.46816693652858,-5.31816693652857,False,Loyalty Discount Offer,"Hello 9408-HRXRK, Offer: Loyalty Discount Offer"
5593-SUAOO,87.81005353789338,-4.660053537893376,False,Premium Speed Upgrade,"Hello 5593-SUAOO, Offer: Premium Speed Upgrade"
7321-PKUYW,91.16757182357931,-1.0175718235793028,False,Premium Speed Upgrade,"Hello 7321-PKUYW, Offer: Premium Speed Upgrade"
2833-SLKDQ,38.988208707609644,6.061791292390353,True,Entertainment Bundle,"Hello 2833-SLKDQ, Offer: Entertainment Bundle"
6766-HFKLA,114.66176046443125,-11.46176046443125,False,Loyalty Discount Offer,"Hello 6766-HFKLA, Offer: Loyalty Discount Offer"
7595-EUIVN,76.01705792323843,-0.21705792323842843,False,Premium Speed Upgrade,"Hello 7595-EUIVN, Offer: Premium Speed Upgrade"
7617-EYGLW,12.51252871486457,6.9374712851354285,True,Entertainment Bundle,"Hello 7617-EYGLW, Offer: Entertainment Bundle"
2026-TGDHM,78.89811313969984,0.4018868603001522,False,Premium Speed Upgrade,"Hello 2026-TGDHM, Offer: Premium Speed Upgrade"
9220-ZNKJI,100.5053379849315,-11.705337984931504,False,Loyalty Discount Offer,"Hello 9220-ZNKJI, Offer: Loyalty Discount Offer"
4030-VPZBD,27.08071796260578,3.819282037394217,True,Entertainment Bundle,"Hello 4030-VPZBD, Offer: Entertainment Bundle"
2226-ICFDO,102.34514477367111,-16.445144773671103,False,Loyalty Discount Offer,"Hello 2226-ICFDO, Offer: Loyalty Discount Offer"
0723-VSOBE,40.78803801873174,-6.588038018731737,False,Loyalty Discount Offer,"Hello 0723-VSOBE, Offer: Loyalty Discount Offer"
5529-GIBVH,23.089976288482863,-2.939976288482864,False,Loyalty Discount Offer,"Hello 5529-GIBVH, Offer: Loyalty Discount Offer"
4187-CINZD,103.9384618447016,-8.688461844701607,False,Loyalty Discount Offer,"Hello 4187-CINZD, Offer: Loyalty Discount Offer"
9992-UJOEL,50.016653825053126,0.2833461749468711,False,Standard Add-on Pack,"Hello 9992-UJOEL, Offer: Standard Add-on Pack"
4741-WWJQZ,80.40201078283233,-0.25201078283232903,False,Premium Speed Upgrade,"Hello 4741-WWJQZ, Offer: Premium Speed Upgrade"
6625-UTXEW,51.42751198491761,-0.1775119849176079,False,Standard Add-on Pack,"Hello 6625-UTXEW, Offer: Standard Add-on Pack"
6818-WOBHJ,91.15865281385052,-1.5586528138505287,False,Loyalty Discount Offer,"Hello 6818-WOBHJ, Offer: Loyalty Discount Offer"
6244-BESBM,105.48872164803606,-10.28872164803606,False,Loyalty Discount Offer,"Hello 6244-BESBM, Offer: Loyalty Discount Offer"
1004-NOZNR,101.2725710061835,-6.4725710061835,False,Loyalty Discount Offer,"Hello 1004-NOZNR, Offer: Loyalty Discount Offer"
1251-STYSZ,78.72754787728896,1.5224521227110444,False,Premium Speed Upgrade,"Hello 1251-STYSZ, Offer: Premium Speed Upgrade"
2612-PHGOX,85.49218471708127,-9.392184717081278,False,Loyalty Discount Offer,"Hello 2612-PHGOX, Offer: Loyalty Discount Offer"
2408-TZMJL,121.12894011485254,-10.978940114852534,False,Loyalty Discount Offer,"Hello 2408-TZMJL, Offer: Loyalty Discount Offer"
8480-PPONV,132.1221863504042,-16.57218635040421,False,Loyalty Discount Offer,"Hello 8480-PPONV, Offer: Loyalty Discount Offer"
8780-IHCRN,31.982620241170657,-7.332620241170659,False,Loyalty Discount Offer,"Hello 8780-IHCRN, Offer: Loyalty Discount Offer"
4598-ZADCK,66.9682762418203,-13.368276241820304,False,Loyalty Discount Offer,"Hello 4598-ZADCK, Offer: Loyalty Discount Offer"
1257-SXUXQ,14.515374470648602,4.934625529351397,True,Entertainment Bundle,"Hello 1257-SXUXQ, Offer: Entertainment Bundle"
9681-KYGYB,91.51718310061055,-3.317183100610549,False,Loyalty Discount Offer,"Hello 9681-KYGYB, Offer: Loyalty Discount Offer"
7182-OVLBJ,113.17619539994278,-12.026195399942779,False,Loyalty Discount Offer,"Hello 7182-OVLBJ, Offer: Loyalty Discount Offer"
