customer_id,operator,plan_type,tenure,previous_bill,paid_status,data_gb,call_minutes,avg_usage_score
CUST1318,Vi,Postpaid,50,255,Unpaid,46,223,28.491999999999997
CUST1319,BSNL,Prepaid,9,1383,Unpaid,76,2653,56.212
CUST1320,Jio,Prepaid,4,1995,Paid,17,3183,22.932000000000002
CUST1321,Airtel,Postpaid,69,315,Paid,64,2766,49.464
CUST1322,Airtel,Prepaid,53,1055,Paid,48,4327,46.108000000000004
CUST1323,Jio,Prepaid,59,329,Paid,52,3796,46.384
CUST1324,Airtel,Postpaid,18,1890,Unpaid,36,1675,28.299999999999997
CUST1325,Airtel,Postpaid,69,1149,Unpaid,94,1687,63.147999999999996
CUST1326,Airtel,Prepaid,54,1406,Unpaid,32,3914,34.856
CUST1327,Vi,Prepaid,5,1803,Paid,50,2957,41.828
CUST1328,Vi,Prepaid,6,1788,Unpaid,67,2020,48.279999999999994
CUST1329,Vi,Postpaid,68,1576,Paid,94,4447,74.188
CUST1330,Vi,Prepaid,51,281,Paid,94,3119,68.876
CUST1331,Jio,Postpaid,47,1706,Paid,17,99,10.596
CUST1332,BSNL,Prepaid,14,1790,Unpaid,95,4172,73.688
CUST1333,Jio,Postpaid,11,1639,Paid,86,250,52.6
CUST1334,BSNL,Postpaid,63,888,Unpaid,78,224,47.696
CUST1335,Airtel,Postpaid,50,802,Unpaid,58,3680,49.519999999999996
CUST1336,Jio,Prepaid,3,580,Unpaid,37,1764,29.256
CUST1337,BSNL,Postpaid,42,460,Paid,86,745,54.58
CUST1338,BSNL,Prepaid,1,1682,Unpaid,11,15,6.659999999999999
CUST1339,BSNL,Postpaid,51,219,Unpaid,7,1094,8.576
CUST1340,Jio,Prepaid,51,1016,Paid,64,1028,42.512
CUST1341,Airtel,Prepaid,54,1434,Unpaid,55,3893,48.572
CUST1342,BSNL,Prepaid,34,629,Paid,37,2284,31.336
CUST1343,Airtel,Prepaid,7,763,Unpaid,64,1251,43.403999999999996
CUST1344,Jio,Prepaid,62,405,Paid,88,4747,71.788
CUST1345,Jio,Postpaid,39,593,Unpaid,46,1230,32.519999999999996
CUST1346,Jio,Prepaid,6,1187,Paid,94,1459,62.236
CUST1347,Jio,Postpaid,68,1565,Unpaid,42,2779,36.316
CUST1348,Airtel,Postpaid,6,498,Paid,92,2375,64.69999999999999
CUST1349,Vi,Postpaid,52,1272,Unpaid,37,2828,33.512
CUST1350,Airtel,Prepaid,4,577,Unpaid,23,3054,26.016
CUST1351,Vi,Prepaid,32,1441,Unpaid,51,590,32.96
CUST1352,Vi,Prepaid,55,713,Paid,33,88,20.152
CUST1353,BSNL,Postpaid,47,1575,Paid,27,3882,31.728
CUST1354,Jio,Postpaid,49,1147,Unpaid,25,1709,21.836
CUST1355,Airtel,Postpaid,46,779,Unpaid,23,4621,32.284
CUST1356,Vi,Prepaid,5,1963,Paid,8,3868,20.272000000000002
CUST1357,Jio,Prepaid,20,1083,Paid,29,3983,33.332
CUST1358,BSNL,Prepaid,26,829,Unpaid,25,1323,20.292
CUST1359,Airtel,Prepaid,45,533,Unpaid,67,1928,47.912
CUST1360,Airtel,Postpaid,31,610,Paid,48,2387,38.348
CUST1361,BSNL,Prepaid,13,315,Unpaid,71,3841,57.964
CUST1362,Airtel,Prepaid,63,1438,Unpaid,14,4998,28.392000000000003
CUST1363,Vi,Prepaid,5,626,Unpaid,81,4911,68.244
CUST1364,Jio,Prepaid,52,990,Unpaid,86,4860,71.04
CUST1365,BSNL,Prepaid,24,1915,Unpaid,69,672,44.088
CUST1366,Vi,Postpaid,55,864,Unpaid,66,4268,56.672
CUST1367,BSNL,Postpaid,4,913,Paid,42,931,28.924
CUST1368,Jio,Postpaid,27,570,Unpaid,35,4387,38.548
CUST1369,Airtel,Postpaid,19,296,Paid,78,2516,56.864
CUST1370,Vi,Prepaid,23,1651,Paid,98,4380,76.32
CUST1371,Vi,Prepaid,67,390,Paid,27,4505,34.22
CUST1372,Airtel,Postpaid,27,574,Paid,21,4883,32.132
CUST1373,BSNL,Postpaid,41,582,Unpaid,26,3451,29.404
CUST1374,Airtel,Prepaid,36,1602,Unpaid,70,3381,55.524
CUST1375,BSNL,Prepaid,69,490,Paid,88,3523,66.892
CUST1376,BSNL,Postpaid,58,1728,Unpaid,28,4117,33.268
CUST1377,Vi,Postpaid,21,341,Paid,48,4641,47.364
CUST1378,Jio,Prepaid,6,215,Paid,97,2240,67.16
CUST1379,Airtel,Postpaid,66,954,Paid,63,2333,47.132
CUST1380,Airtel,Postpaid,26,799,Paid,89,3309,66.636
CUST1381,Jio,Prepaid,37,1370,Paid,95,1611,63.444
CUST1382,Jio,Postpaid,70,364,Unpaid,10,1433,11.732
CUST1383,Airtel,Prepaid,48,1235,Unpaid,19,3678,26.112000000000002
CUST1384,Vi,Prepaid,7,1811,Unpaid,45,2014,35.056
CUST1385,BSNL,Prepaid,45,1993,Unpaid,32,2149,27.796
CUST1386,BSNL,Postpaid,69,703,Unpaid,45,935,30.740000000000002
CUST1387,Jio,Postpaid,69,600,Paid,13,426,9.504
CUST1388,BSNL,Postpaid,41,906,Paid,3,59,2.036
CUST1389,Airtel,Prepaid,16,1956,Paid,55,1620,39.480000000000004
CUST1390,Vi,Postpaid,71,1224,Paid,49,293,30.572
CUST1391,BSNL,Prepaid,44,1438,Paid,7,3674,18.896
CUST1392,Vi,Prepaid,34,1479,Paid,43,274,26.896
CUST1393,BSNL,Prepaid,34,1860,Unpaid,96,2757,68.62799999999999
CUST1394,BSNL,Prepaid,17,1409,Paid,99,2567,69.66799999999999
CUST1395,Vi,Prepaid,64,735,Paid,65,2863,50.452
CUST1396,Jio,Postpaid,55,1247,Paid,86,3260,64.64
CUST1397,Jio,Prepaid,53,1678,Paid,5,3673,17.692
CUST1398,Vi,Prepaid,19,1118,Unpaid,87,3791,67.364
CUST1399,Vi,Postpaid,58,1831,Unpaid,50,3448,43.792
CUST1400,Jio,Postpaid,67,1806,Unpaid,71,3671,57.284000000000006
CUST1401,BSNL,Prepaid,36,209,Paid,8,1076,9.104
CUST1402,Vi,Prepaid,49,966,Paid,84,255,51.42
CUST1403,Airtel,Prepaid,30,583,Paid,80,1158,52.632
CUST1404,Vi,Prepaid,62,1683,Unpaid,99,4399,76.996
CUST1405,Vi,Postpaid,36,345,Unpaid,48,4870,48.28
CUST1406,Vi,Postpaid,20,225,Unpaid,92,2861,66.64399999999999
CUST1407,BSNL,Postpaid,24,1768,Paid,63,2186,46.544
CUST1408,Jio,Postpaid,15,1535,Unpaid,28,1659,23.436
CUST1409,Airtel,Prepaid,26,772,Unpaid,47,393,29.772
CUST1410,Vi,Prepaid,32,1567,Unpaid,51,2576,40.903999999999996
CUST1411,Jio,Postpaid,40,982,Unpaid,3,2349,11.196000000000002
CUST1412,Airtel,Prepaid,10,1744,Paid,45,125,27.5
CUST1413,BSNL,Prepaid,8,615,Paid,51,2203,39.412
CUST1414,Airtel,Prepaid,71,1671,Paid,80,3711,62.844
CUST1415,BSNL,Prepaid,5,507,Paid,75,4336,62.344
CUST1416,BSNL,Postpaid,64,1183,Paid,93,3583,70.132
CUST1417,Vi,Postpaid,1,1205,Unpaid,14,1131,12.924
CUST1418,Jio,Postpaid,49,801,Unpaid,15,3126,21.504
CUST1419,Vi,Prepaid,41,980,Unpaid,89,1414,59.056
CUST1420,Jio,Prepaid,7,1116,Paid,80,351,49.404
CUST1421,BSNL,Prepaid,35,1370,Paid,39,3248,36.391999999999996
CUST1422,Airtel,Prepaid,28,929,Paid,28,109,17.236
CUST1423,Vi,Prepaid,48,1706,Paid,86,4822,70.888
CUST1424,Airtel,Postpaid,23,1426,Unpaid,19,811,14.644
CUST1425,Vi,Prepaid,57,1834,Paid,7,3285,17.34
CUST1426,BSNL,Postpaid,14,1903,Unpaid,51,3365,44.06
CUST1427,Jio,Prepaid,37,370,Unpaid,61,2745,47.58
CUST1428,Airtel,Postpaid,69,763,Paid,67,4485,58.14
CUST1429,BSNL,Postpaid,27,1117,Unpaid,43,4486,43.744
CUST1430,Airtel,Prepaid,8,581,Paid,70,68,42.272
CUST1431,BSNL,Postpaid,31,621,Unpaid,89,4597,71.788
CUST1432,Jio,Prepaid,27,1416,Paid,32,361,20.644
CUST1433,Vi,Prepaid,60,774,Unpaid,30,2040,26.16
CUST1434,BSNL,Prepaid,25,884,Paid,6,2666,14.264000000000001
CUST1435,Airtel,Prepaid,41,1661,Unpaid,93,1867,63.268
CUST1436,Jio,Postpaid,52,1754,Paid,52,3910,46.84
CUST1437,Jio,Postpaid,30,200,Unpaid,56,4171,50.284000000000006
CUST1438,Jio,Postpaid,65,349,Paid,55,3600,47.4
CUST1439,Jio,Prepaid,12,1243,Paid,68,902,44.407999999999994
CUST1440,Jio,Postpaid,46,1367,Unpaid,20,2588,22.352
CUST1441,BSNL,Postpaid,23,1968,Paid,61,3707,51.428000000000004
CUST1442,Vi,Prepaid,6,1646,Paid,20,3457,25.828000000000003
CUST1443,Airtel,Postpaid,67,1838,Unpaid,95,2748,67.992
CUST1444,BSNL,Prepaid,20,1467,Unpaid,5,1486,8.943999999999999
CUST1445,Jio,Prepaid,43,1637,Paid,32,2680,29.92
CUST1446,Jio,Prepaid,25,1949,Paid,75,3027,57.108
CUST1447,Airtel,Postpaid,24,553,Paid,45,4925,46.7
CUST1448,Jio,Postpaid,50,667,Unpaid,74,3411,58.044
CUST1449,BSNL,Postpaid,26,381,Unpaid,46,4192,44.367999999999995
CUST1450,Airtel,Postpaid,54,1021,Unpaid,57,910,37.839999999999996
CUST1451,Airtel,Prepaid,15,350,Paid,5,4543,21.172
CUST1452,BSNL,Prepaid,58,437,Paid,68,1789,47.955999999999996
CUST1453,Vi,Postpaid,19,1293,Unpaid,2,2190,9.959999999999999
CUST1454,Vi,Postpaid,16,1673,Paid,72,3318,56.471999999999994
CUST1455,BSNL,Prepaid,32,833,Unpaid,60,1252,41.008
CUST1456,Airtel,Prepaid,21,953,Paid,95,843,60.372
CUST1457,Vi,Prepaid,6,1011,Paid,63,3470,51.68
CUST1458,Jio,Prepaid,10,1085,Paid,66,4096,55.984
CUST1459,Jio,Prepaid,51,453,Paid,11,786,9.744
CUST1460,Airtel,Prepaid,28,985,Unpaid,88,57,53.028
CUST1461,Jio,Postpaid,64,962,Unpaid,72,4418,60.872
CUST1462,Airtel,Postpaid,21,1537,Paid,24,1710,21.24
CUST1463,Jio,Prepaid,46,1230,Paid,60,4975,55.9
CUST1464,Vi,Prepaid,3,1876,Unpaid,51,3206,43.424
CUST1465,BSNL,Prepaid,65,1039,Unpaid,6,2936,15.344000000000001
CUST1466,Jio,Postpaid,47,435,Unpaid,15,3764,24.056
CUST1467,BSNL,Postpaid,25,1562,Paid,61,1166,41.264
CUST1468,Jio,Postpaid,29,1866,Unpaid,82,484,51.135999999999996
CUST1469,Jio,Postpaid,65,327,Paid,77,1043,50.372
CUST1470,Vi,Prepaid,27,1368,Paid,24,2339,23.756
CUST1471,Jio,Prepaid,55,1912,Unpaid,1,2192,9.368
CUST1472,Vi,Postpaid,51,268,Unpaid,15,2564,19.256
CUST1473,Airtel,Postpaid,55,684,Unpaid,96,2185,66.33999999999999
CUST1474,Airtel,Prepaid,29,701,Unpaid,17,4199,26.996000000000002
CUST1475,Jio,Postpaid,43,295,Paid,43,3811,41.044000000000004
CUST1476,Vi,Postpaid,43,229,Paid,28,3061,29.044000000000004
CUST1477,Airtel,Prepaid,52,1140,Paid,8,287,5.948
CUST1478,Jio,Prepaid,22,1885,Unpaid,22,2812,24.448
CUST1479,Vi,Prepaid,2,1765,Paid,48,2033,36.931999999999995
CUST1480,BSNL,Prepaid,56,268,Paid,51,1215,35.46
CUST1481,Jio,Prepaid,22,1287,Unpaid,81,3574,62.896
CUST1482,BSNL,Prepaid,47,727,Paid,89,4479,71.316
CUST1483,Vi,Prepaid,62,1882,Paid,93,1772,62.888
CUST1484,Vi,Postpaid,44,1140,Unpaid,67,1097,44.587999999999994
CUST1485,Jio,Postpaid,48,1927,Paid,41,3716,39.464
CUST1486,BSNL,Prepaid,54,1244,Unpaid,22,4527,31.308
CUST1487,Jio,Postpaid,57,1502,Paid,69,2524,51.495999999999995
CUST1488,Jio,Postpaid,16,1045,Unpaid,86,3681,66.324
CUST1489,Airtel,Prepaid,35,1716,Unpaid,40,3186,36.744
CUST1490,Vi,Postpaid,4,1895,Unpaid,95,358,58.432
CUST1491,Airtel,Prepaid,44,1948,Unpaid,56,2319,42.876000000000005
CUST1492,BSNL,Postpaid,9,1761,Paid,82,403,50.812
CUST1493,Airtel,Postpaid,19,1481,Unpaid,21,4007,28.628
CUST1494,Jio,Postpaid,59,1915,Unpaid,69,967,45.268
CUST1495,Airtel,Prepaid,35,306,Paid,97,3289,71.356
CUST1496,BSNL,Postpaid,9,351,Unpaid,89,1326,58.704
CUST1497,Vi,Prepaid,32,345,Unpaid,12,480,9.12
CUST1498,Jio,Postpaid,8,1762,Unpaid,20,185,12.74
CUST1499,Jio,Prepaid,2,762,Unpaid,68,671,43.483999999999995
CUST1500,Vi,Postpaid,64,658,Unpaid,46,832,30.927999999999997
CUST1501,Airtel,Postpaid,54,1229,Unpaid,81,1937,56.348
CUST1502,Airtel,Postpaid,58,1268,Paid,55,2507,43.028
CUST1503,Airtel,Postpaid,33,447,Unpaid,98,210,59.64
CUST1504,BSNL,Prepaid,29,807,Unpaid,5,2439,12.756
CUST1505,Jio,Postpaid,46,1110,Unpaid,28,770,19.880000000000003
CUST1506,Airtel,Postpaid,50,990,Unpaid,98,2632,69.328
CUST1507,Vi,Prepaid,18,505,Unpaid,55,2889,44.556
CUST1508,Jio,Postpaid,31,1563,Unpaid,83,3704,64.616
CUST1509,Jio,Postpaid,24,1033,Paid,27,1610,22.64
CUST1510,BSNL,Prepaid,40,439,Unpaid,30,1439,23.756
CUST1511,BSNL,Prepaid,29,1621,Paid,37,3376,35.704
CUST1512,Jio,Prepaid,1,534,Paid,36,2939,33.356
CUST1513,Airtel,Postpaid,65,529,Unpaid,45,1453,32.812
CUST1514,BSNL,Postpaid,34,627,Unpaid,6,4935,23.339999999999996
CUST1515,Vi,Prepaid,46,774,Unpaid,65,4998,58.992000000000004
CUST1516,Jio,Postpaid,7,882,Unpaid,40,2227,32.908
CUST1517,Vi,Postpaid,11,1615,Paid,25,554,17.216
CUST1518,Airtel,Prepaid,11,342,Unpaid,98,656,61.424
CUST1519,Airtel,Prepaid,23,508,Unpaid,26,3181,28.323999999999998
CUST1520,Airtel,Postpaid,26,1692,Paid,52,1327,36.508
CUST1521,Airtel,Prepaid,53,427,Unpaid,70,3228,54.912
CUST1522,Jio,Prepaid,52,638,Paid,87,3494,66.176
CUST1523,Vi,Postpaid,35,1773,Paid,29,215,18.259999999999998
CUST1524,BSNL,Postpaid,55,1202,Paid,4,2611,12.844000000000001
CUST1525,Jio,Prepaid,16,538,Paid,34,3224,33.296
CUST1526,BSNL,Prepaid,68,1046,Unpaid,78,4741,65.764
CUST1527,BSNL,Postpaid,18,1110,Unpaid,64,1008,42.432
CUST1528,Jio,Prepaid,11,1590,Unpaid,7,2022,12.288
CUST1529,Airtel,Postpaid,26,279,Unpaid,45,135,27.54
CUST1530,BSNL,Prepaid,7,1471,Paid,23,3884,29.336
CUST1531,Airtel,Postpaid,12,1311,Unpaid,87,13,52.251999999999995
CUST1532,BSNL,Prepaid,34,953,Paid,94,1781,63.524
CUST1533,Vi,Prepaid,10,656,Paid,5,364,4.4559999999999995
CUST1534,Vi,Prepaid,69,1946,Paid,39,1657,30.028
CUST1535,Vi,Prepaid,26,1088,Paid,51,3364,44.056
CUST1536,Airtel,Prepaid,66,1989,Unpaid,27,4230,33.120000000000005
CUST1537,Jio,Prepaid,38,1503,Unpaid,60,1077,40.308
CUST1538,Jio,Postpaid,40,701,Paid,90,4472,71.888
CUST1539,BSNL,Postpaid,21,1204,Unpaid,65,3144,51.576
CUST1540,BSNL,Postpaid,14,1994,Unpaid,31,4564,36.855999999999995
CUST1541,Vi,Postpaid,42,1533,Unpaid,9,2766,16.464
CUST1542,Jio,Postpaid,26,885,Unpaid,33,3650,34.4
CUST1543,Jio,Prepaid,22,391,Unpaid,33,4140,36.36
CUST1544,Airtel,Prepaid,59,965,Unpaid,27,641,18.764
CUST1545,Vi,Prepaid,29,1297,Unpaid,76,818,48.872
CUST1546,Airtel,Prepaid,50,950,Paid,94,371,57.884
CUST1547,Vi,Prepaid,7,1040,Paid,53,2808,43.032
CUST1548,Vi,Prepaid,7,642,Unpaid,75,589,47.356
CUST1549,Jio,Prepaid,32,228,Paid,52,4626,49.704
CUST1550,Vi,Postpaid,26,906,Paid,7,92,4.5680000000000005
CUST1551,Jio,Postpaid,69,1373,Unpaid,79,3833,62.732
CUST1552,Airtel,Postpaid,18,1457,Unpaid,98,1827,66.108
CUST1553,Airtel,Postpaid,62,1881,Paid,22,4890,32.76
CUST1554,Vi,Postpaid,65,657,Unpaid,10,2589,16.356
CUST1555,Airtel,Prepaid,39,401,Paid,11,2318,15.872
CUST1556,Vi,Postpaid,70,1661,Unpaid,73,2117,52.268
CUST1557,Airtel,Postpaid,68,1838,Paid,90,117,54.468
CUST1558,BSNL,Prepaid,3,1089,Unpaid,80,231,48.924
CUST1559,Vi,Prepaid,60,1804,Unpaid,11,2802,17.808
CUST1560,Airtel,Prepaid,16,741,Unpaid,5,3986,18.944000000000003
CUST1561,Jio,Postpaid,26,1793,Unpaid,64,1509,44.436
CUST1562,Jio,Postpaid,47,1610,Paid,13,2833,19.132
CUST1563,BSNL,Prepaid,3,854,Unpaid,99,3927,75.108
CUST1564,Jio,Prepaid,56,1358,Unpaid,56,3657,48.228
CUST1565,BSNL,Postpaid,26,329,Unpaid,20,1440,17.759999999999998
CUST1566,Jio,Postpaid,51,1962,Unpaid,1,3055,12.82
CUST1567,Airtel,Postpaid,22,897,Unpaid,44,2428,36.111999999999995
CUST1568,BSNL,Postpaid,58,312,Unpaid,93,2958,67.632
CUST1569,Vi,Prepaid,46,862,Unpaid,90,3761,69.044
CUST1570,Vi,Postpaid,33,662,Paid,17,788,13.352
CUST1571,Vi,Prepaid,17,1584,Paid,64,3413,52.052
CUST1572,Vi,Postpaid,70,1964,Unpaid,82,2811,60.443999999999996
CUST1573,Jio,Prepaid,53,1102,Paid,61,3050,48.8
CUST1574,BSNL,Prepaid,29,1972,Unpaid,90,3897,69.588
CUST1575,BSNL,Postpaid,62,994,Paid,34,4588,38.751999999999995
CUST1576,Airtel,Prepaid,27,1813,Paid,11,1824,13.896
CUST1577,Vi,Postpaid,40,306,Unpaid,60,1501,42.004
CUST1578,Jio,Prepaid,4,558,Paid,31,4727,37.507999999999996
CUST1579,Vi,Prepaid,6,405,Paid,55,2184,41.736000000000004
CUST1580,Vi,Postpaid,47,845,Unpaid,23,3500,27.799999999999997
CUST1581,Vi,Postpaid,69,1020,Paid,69,554,43.616
CUST1582,BSNL,Postpaid,5,205,Paid,78,3463,60.652
CUST1583,Airtel,Prepaid,65,252,Paid,67,3980,56.12
CUST1584,Jio,Prepaid,10,1491,Unpaid,67,4073,56.492
CUST1585,BSNL,Prepaid,16,926,Unpaid,68,2260,49.839999999999996
CUST1586,Vi,Postpaid,37,1753,Paid,95,1414,62.656
CUST1587,Jio,Postpaid,51,903,Paid,47,2664,38.856
CUST1588,BSNL,Postpaid,10,1628,Paid,99,3508,73.432
CUST1589,Vi,Prepaid,12,1298,Paid,60,3608,50.432
CUST1590,BSNL,Postpaid,19,1299,Paid,95,3340,70.36
CUST1591,Airtel,Prepaid,40,1823,Paid,73,1373,49.292
CUST1592,Vi,Postpaid,38,1073,Unpaid,67,1477,46.108
CUST1593,BSNL,Postpaid,24,955,Paid,72,4754,62.215999999999994
CUST1594,Vi,Postpaid,42,1380,Paid,87,4554,70.416
CUST1595,Airtel,Prepaid,34,1725,Paid,68,1882,48.327999999999996
CUST1596,Vi,Postpaid,29,749,Paid,96,1048,61.791999999999994
CUST1597,Jio,Postpaid,48,1750,Paid,56,3485,47.54
CUST1598,BSNL,Prepaid,37,1735,Unpaid,9,3457,19.228
CUST1599,Airtel,Prepaid,5,307,Unpaid,30,3436,31.744
CUST1600,Vi,Postpaid,41,416,Unpaid,78,3525,60.9
CUST1601,Airtel,Prepaid,37,1678,Paid,37,2698,32.992
CUST1602,BSNL,Prepaid,66,922,Unpaid,38,3434,36.536
CUST1603,Jio,Postpaid,39,939,Paid,92,3219,68.076
CUST1604,Airtel,Postpaid,10,626,Unpaid,30,4797,37.188
CUST1605,BSNL,Prepaid,65,813,Paid,10,3890,21.560000000000002
CUST1606,Airtel,Postpaid,16,642,Paid,63,4056,54.024
CUST1607,Vi,Postpaid,31,994,Paid,72,3857,58.628
CUST1608,Jio,Postpaid,38,1397,Unpaid,89,1428,59.112
CUST1609,Vi,Postpaid,51,1952,Paid,33,4460,37.64
CUST1610,Airtel,Postpaid,66,1304,Unpaid,9,3377,18.908
CUST1611,Vi,Prepaid,49,1511,Unpaid,65,2872,50.488
CUST1612,Jio,Postpaid,43,1193,Unpaid,4,4482,20.328
CUST1613,Airtel,Postpaid,68,262,Unpaid,63,3043,49.971999999999994
CUST1614,BSNL,Postpaid,9,766,Paid,4,3977,18.308
CUST1615,BSNL,Postpaid,28,1011,Paid,4,3226,15.304000000000002
CUST1616,BSNL,Postpaid,37,1566,Unpaid,16,1299,14.796
CUST1617,Airtel,Postpaid,59,1623,Paid,28,4687,35.548
CUST1618,Vi,Prepaid,70,1611,Unpaid,56,2268,42.672000000000004
CUST1619,Vi,Prepaid,6,289,Paid,42,3709,40.036
CUST1620,BSNL,Postpaid,61,1184,Unpaid,10,1963,13.852
CUST1621,Vi,Postpaid,20,395,Paid,46,822,30.887999999999998
CUST1622,Vi,Postpaid,65,217,Unpaid,75,3326,58.304
CUST1623,Jio,Prepaid,29,948,Paid,53,4880,51.31999999999999
CUST1624,Jio,Prepaid,16,1793,Unpaid,78,3896,62.384
CUST1625,Airtel,Prepaid,60,1775,Paid,2,572,3.4880000000000004
CUST1626,BSNL,Prepaid,28,1831,Paid,27,4582,34.528000000000006
CUST1627,Jio,Postpaid,26,409,Unpaid,62,467,39.068
CUST1628,Airtel,Prepaid,13,603,Unpaid,25,3948,30.792
CUST1629,Airtel,Postpaid,61,737,Unpaid,45,2231,35.924
CUST1630,Vi,Prepaid,23,1308,Paid,48,334,30.135999999999996
CUST1631,Vi,Prepaid,35,1777,Paid,86,3114,64.056
CUST1632,Vi,Prepaid,34,1159,Paid,12,4893,26.772
CUST1633,Vi,Prepaid,7,1468,Paid,48,4757,47.828
CUST1634,Vi,Prepaid,58,691,Paid,62,431,38.92399999999999
CUST1635,Airtel,Postpaid,21,620,Paid,89,2067,61.668
CUST1636,BSNL,Prepaid,35,1893,Paid,10,3255,19.02
CUST1637,Airtel,Postpaid,43,1951,Paid,28,1845,24.18
CUST1638,Airtel,Postpaid,64,786,Unpaid,46,640,30.159999999999997
CUST1639,Vi,Postpaid,56,1106,Paid,74,725,47.3
CUST1640,Vi,Postpaid,56,333,Paid,56,813,36.852000000000004
CUST1641,Jio,Prepaid,43,900,Paid,68,1893,48.372
CUST1642,Airtel,Prepaid,7,1710,Unpaid,18,75,11.1
CUST1643,Airtel,Postpaid,43,411,Paid,52,570,33.48
CUST1644,Airtel,Prepaid,60,1801,Paid,71,2716,53.464
CUST1645,Vi,Postpaid,6,1681,Unpaid,13,1053,12.012
CUST1646,BSNL,Postpaid,44,491,Paid,40,2511,34.044
CUST1647,BSNL,Postpaid,39,1179,Unpaid,26,468,17.472
CUST1648,Airtel,Prepaid,23,486,Paid,99,2496,69.384
CUST1649,BSNL,Postpaid,27,784,Paid,2,4441,18.964
CUST1650,Airtel,Prepaid,67,1650,Paid,87,2841,63.56399999999999
CUST1651,Vi,Postpaid,49,1349,Unpaid,67,4298,57.391999999999996
CUST1652,Jio,Postpaid,32,1904,Paid,77,2646,56.784
CUST1653,Vi,Postpaid,37,1473,Unpaid,20,4634,30.536
CUST1654,Jio,Prepaid,37,654,Paid,11,4583,24.932000000000002
CUST1655,Vi,Prepaid,64,830,Paid,34,3206,33.224000000000004
CUST1656,Vi,Prepaid,43,722,Paid,67,2488,50.151999999999994
CUST1657,BSNL,Postpaid,48,744,Paid,32,3478,33.112
CUST1658,Airtel,Prepaid,66,1899,Paid,63,2698,48.592
CUST1659,Airtel,Postpaid,18,346,Unpaid,89,1167,58.068
CUST1660,Vi,Postpaid,70,1123,Paid,80,3382,61.528000000000006
CUST1661,Vi,Postpaid,10,904,Paid,36,4423,39.292
CUST1662,Vi,Prepaid,16,1423,Unpaid,30,1224,22.896
CUST1663,Vi,Prepaid,9,1311,Unpaid,19,1195,16.18
CUST1664,Vi,Prepaid,32,1039,Unpaid,16,193,10.372
CUST1665,Airtel,Prepaid,6,593,Paid,6,126,4.103999999999999
CUST1666,BSNL,Prepaid,42,753,Paid,82,4190,65.96
CUST1667,Jio,Prepaid,20,774,Unpaid,93,2454,65.616
CUST1668,BSNL,Prepaid,15,1930,Unpaid,52,3271,44.284
CUST1669,Jio,Postpaid,14,1272,Paid,91,3900,70.2
CUST1670,BSNL,Postpaid,51,1700,Unpaid,93,182,56.528
CUST1671,Vi,Postpaid,48,950,Unpaid,14,1493,14.372
CUST1672,Airtel,Postpaid,66,506,Unpaid,52,3788,46.352000000000004
CUST1673,BSNL,Postpaid,35,1598,Paid,79,3043,59.572
CUST1674,Vi,Postpaid,20,1331,Unpaid,62,3169,49.876
CUST1675,Jio,Postpaid,26,1896,Paid,79,1513,53.452
CUST1676,BSNL,Prepaid,69,1927,Unpaid,34,1855,27.82
CUST1677,Airtel,Postpaid,40,1841,Unpaid,40,2193,32.772
CUST1678,Airtel,Postpaid,24,1871,Unpaid,1,2941,12.364
CUST1679,BSNL,Postpaid,51,1649,Unpaid,69,3396,54.984
CUST1680,BSNL,Postpaid,51,285,Unpaid,25,1972,22.888
CUST1681,Vi,Prepaid,27,1257,Paid,53,2915,43.459999999999994
CUST1682,Vi,Prepaid,68,898,Paid,98,838,62.152
CUST1683,BSNL,Prepaid,34,321,Unpaid,39,4395,40.98
CUST1684,Airtel,Prepaid,65,1965,Unpaid,89,2798,64.592
CUST1685,Vi,Postpaid,68,1464,Paid,15,2122,17.488
CUST1686,BSNL,Prepaid,26,628,Paid,19,2055,19.62
CUST1687,Airtel,Postpaid,11,813,Paid,58,1934,42.536
CUST1688,Vi,Postpaid,3,732,Unpaid,41,346,25.983999999999998
CUST1689,BSNL,Postpaid,21,444,Paid,66,782,42.728
CUST1690,BSNL,Prepaid,29,537,Unpaid,39,4587,41.748000000000005
CUST1691,BSNL,Postpaid,14,1481,Paid,39,2125,31.9
CUST1692,BSNL,Prepaid,14,688,Unpaid,53,3014,43.855999999999995
CUST1693,Airtel,Prepaid,45,1017,Paid,55,3061,45.244
CUST1694,Jio,Postpaid,27,1554,Paid,88,736,55.744
CUST1695,Vi,Postpaid,56,576,Paid,80,342,49.368
CUST1696,Vi,Prepaid,4,1215,Paid,56,274,34.696
CUST1697,BSNL,Postpaid,46,864,Unpaid,79,1226,52.304
CUST1698,Vi,Prepaid,64,347,Paid,93,4756,74.824
CUST1699,Vi,Prepaid,49,1748,Unpaid,16,4261,26.644
CUST1700,Jio,Postpaid,19,435,Paid,67,4695,58.98
CUST1701,Airtel,Postpaid,62,323,Unpaid,89,1620,59.879999999999995
CUST1702,Airtel,Postpaid,61,1529,Paid,48,753,31.811999999999998
CUST1703,Jio,Postpaid,71,1149,Paid,71,553,44.812000000000005
CUST1704,Airtel,Postpaid,22,468,Unpaid,18,1051,15.004
CUST1705,Airtel,Prepaid,9,376,Unpaid,76,934,49.336
CUST1706,BSNL,Postpaid,49,1401,Unpaid,84,3361,63.844
