customer_id,operator,plan_type,tenure
CUST2322,Vi,Postpaid,65
CUST2323,BSNL,Prepaid,61
CUST2324,Airtel,Postpaid,17
CUST2325,Airtel,Postpaid,25
CUST2326,Vi,Postpaid,11
CUST2327,Vi,Postpaid,44
CUST2328,Vi,Postpaid,61
CUST2329,Airtel,Prepaid,49
CUST2330,Airtel,Prepaid,18
CUST2331,Jio,Postpaid,42
CUST2332,Airtel,Prepaid,1
CUST2333,BSNL,Prepaid,36
CUST2334,BSNL,Postpaid,50
CUST2335,Airtel,Postpaid,15
CUST2336,Airtel,Postpaid,32
CUST2337,BSNL,Postpaid,31
CUST2338,Airtel,Prepaid,53
CUST2339,Airtel,Postpaid,3
CUST2340,Vi,Prepaid,42
CUST2341,Airtel,Prepaid,44
CUST2342,BSNL,Postpaid,68
CUST2343,BSNL,Postpaid,32
CUST2344,Airtel,Prepaid,61
CUST2345,Vi,Prepaid,7
CUST2346,Vi,Postpaid,33
CUST2347,BSNL,Prepaid,34
CUST2348,Jio,Postpaid,33
CUST2349,Vi,Prepaid,53
CUST2350,Airtel,Prepaid,71
CUST2351,BSNL,Postpaid,1
CUST2352,Airtel,Prepaid,66
CUST2353,Jio,Postpaid,61
CUST2354,Airtel,Postpaid,1
CUST2355,Airtel,Prepaid,14
CUST2356,BSNL,Postpaid,56
CUST2357,Vi,Prepaid,10
CUST2358,Airtel,Prepaid,60
CUST2359,Vi,Prepaid,33
CUST2360,Airtel,Postpaid,71
CUST2361,Jio,Postpaid,71
CUST2362,Airtel,Prepaid,2
CUST2363,BSNL,Prepaid,54
CUST2364,Jio,Prepaid,71
CUST2365,BSNL,Postpaid,61
CUST2366,Airtel,Postpaid,7
CUST2367,BSNL,Postpaid,18
CUST2368,Airtel,Prepaid,48
CUST2369,Airtel,Prepaid,66
CUST2370,BSNL,Postpaid,12
CUST2371,Jio,Prepaid,65
CUST2372,Jio,Postpaid,40
CUST2373,Airtel,Prepaid,49
CUST2374,Jio,Prepaid,42
CUST2375,BSNL,Prepaid,2
CUST2376,Jio,Postpaid,37
CUST2377,Vi,Prepaid,48
CUST2378,Vi,Postpaid,50
CUST2379,Jio,Postpaid,24
CUST2380,Jio,Postpaid,17
CUST2381,Airtel,Postpaid,6
CUST2382,Jio,Postpaid,64
CUST2383,Jio,Prepaid,48
CUST2384,Jio,Postpaid,15
CUST2385,BSNL,Postpaid,16
CUST2386,BSNL,Postpaid,30
CUST2387,Vi,Postpaid,70
CUST2388,Airtel,Prepaid,47
CUST2389,Vi,Postpaid,51
CUST2390,BSNL,Postpaid,33
CUST2391,Vi,Postpaid,49
CUST2392,Airtel,Postpaid,46
CUST2393,Vi,Prepaid,55
CUST2394,BSNL,Prepaid,70
CUST2395,Airtel,Postpaid,62
CUST2396,Vi,Postpaid,58
CUST2397,Jio,Prepaid,67
CUST2398,BSNL,Prepaid,25
CUST2399,Airtel,Prepaid,61
CUST2400,Jio,Postpaid,21
CUST2401,Vi,Prepaid,48
CUST2402,Vi,Prepaid,4
CUST2403,BSNL,Postpaid,54
CUST2404,Vi,Postpaid,46
CUST2405,BSNL,Postpaid,1
CUST2406,Jio,Prepaid,39
CUST2407,Vi,Postpaid,71
CUST2408,BSNL,Prepaid,58
CUST2409,Jio,Postpaid,10
CUST2410,Vi,Postpaid,27
CUST2411,Airtel,Postpaid,8
CUST2412,Jio,Prepaid,48
CUST2413,BSNL,Postpaid,67
CUST2414,Jio,Postpaid,30
CUST2415,Airtel,Postpaid,53
CUST2416,Vi,Postpaid,5
CUST2417,Airtel,Prepaid,58
CUST2418,Jio,Postpaid,31
CUST2419,Jio,Postpaid,34
CUST2420,Airtel,Postpaid,70
CUST2421,Vi,Postpaid,50
CUST2422,Jio,Postpaid,17
CUST2423,Jio,Postpaid,30
CUST2424,Vi,Postpaid,35
CUST2425,Airtel,Postpaid,60
CUST2426,Airtel,Prepaid,51
CUST2427,Jio,Postpaid,57
CUST2428,Vi,Postpaid,24
CUST2429,Vi,Prepaid,54
CUST2430,Airtel,Postpaid,5
CUST2431,Vi,Postpaid,55
CUST2432,Vi,Postpaid,32
CUST2433,Airtel,Prepaid,61
CUST2434,BSNL,Prepaid,19
CUST2435,Airtel,Prepaid,71
CUST2436,Vi,Prepaid,12
CUST2437,Vi,Prepaid,29
CUST2438,Airtel,Postpaid,42
CUST2439,Jio,Prepaid,4
CUST2440,Vi,Postpaid,37
CUST2441,Jio,Prepaid,23
CUST2442,BSNL,Postpaid,27
CUST2443,BSNL,Postpaid,65
CUST2444,Jio,Prepaid,15
CUST2445,Jio,Prepaid,26
CUST2446,Airtel,Postpaid,61
CUST2447,Jio,Postpaid,39
CUST2448,Airtel,Prepaid,25
CUST2449,Airtel,Prepaid,26
CUST2450,Vi,Prepaid,49
CUST2451,Airtel,Postpaid,29
CUST2452,Jio,Postpaid,55
CUST2453,Vi,Postpaid,3
CUST2454,Jio,Postpaid,69
CUST2455,Vi,Prepaid,46
CUST2456,BSNL,Postpaid,50
CUST2457,Vi,Postpaid,33
CUST2458,Airtel,Postpaid,62
CUST2459,Vi,Postpaid,29
CUST2460,Vi,Prepaid,41
CUST2461,Vi,Postpaid,61
CUST2462,Airtel,Postpaid,19
CUST2463,Vi,Postpaid,53
CUST2464,Airtel,Prepaid,32
CUST2465,Airtel,Prepaid,33
CUST2466,Vi,Postpaid,52
CUST2467,Jio,Postpaid,40
CUST2468,Jio,Prepaid,49
CUST2469,Vi,Prepaid,55
CUST2470,Vi,Prepaid,1
CUST2471,Airtel,Prepaid,30
CUST2472,Vi,Prepaid,52
CUST2473,Jio,Postpaid,39
CUST2474,Airtel,Prepaid,9
CUST2475,BSNL,Postpaid,29
CUST2476,BSNL,Postpaid,68
CUST2477,Airtel,Prepaid,38
CUST2478,BSNL,Postpaid,10
CUST2479,Vi,Postpaid,54
CUST2480,Airtel,Postpaid,32
CUST2481,BSNL,Prepaid,65
CUST2482,BSNL,Prepaid,18
CUST2483,Jio,Postpaid,19
CUST2484,Airtel,Postpaid,53
CUST2485,Jio,Prepaid,56
CUST2486,Airtel,Prepaid,48
CUST2487,Airtel,Postpaid,9
CUST2488,Vi,Prepaid,28
CUST2489,BSNL,Postpaid,19
CUST2490,Airtel,Postpaid,62
CUST2491,BSNL,Prepaid,9
CUST2492,Jio,Postpaid,11
CUST2493,BSNL,Postpaid,52
CUST2494,Vi,Prepaid,27
CUST2495,Airtel,Prepaid,10
CUST2496,BSNL,Prepaid,10
CUST2497,BSNL,Postpaid,19
CUST2498,BSNL,Prepaid,42
CUST2499,Jio,Postpaid,30
CUST2500,BSNL,Postpaid,26
CUST2501,Jio,Prepaid,33
CUST2502,Vi,Prepaid,54
CUST2503,Jio,Postpaid,19
CUST2504,BSNL,Postpaid,67
CUST2505,Vi,Prepaid,37
CUST2506,Vi,Postpaid,64
CUST2507,Airtel,Prepaid,16
CUST2508,Vi,Prepaid,47
CUST2509,Vi,Postpaid,49
CUST2510,Airtel,Prepaid,50
CUST2511,Vi,Postpaid,26
CUST2512,Jio,Postpaid,65
CUST2513,BSNL,Postpaid,63
CUST2514,Airtel,Postpaid,4
CUST2515,BSNL,Postpaid,2
CUST2516,Airtel,Postpaid,22
CUST2517,Vi,Postpaid,14
CUST2518,Jio,Postpaid,70
CUST2519,Jio,Postpaid,23
CUST2520,Jio,Postpaid,48
CUST2521,BSNL,Prepaid,41
CUST2522,BSNL,Prepaid,62
CUST2523,Vi,Prepaid,37
CUST2524,Airtel,Prepaid,45
CUST2525,BSNL,Prepaid,61
CUST2526,Airtel,Prepaid,5
CUST2527,BSNL,Postpaid,62
CUST2528,Airtel,Prepaid,65
CUST2529,Jio,Prepaid,30
CUST2530,Airtel,Postpaid,43
CUST2531,Vi,Postpaid,29
CUST2532,Jio,Prepaid,70
CUST2533,Vi,Prepaid,20
CUST2534,Jio,Postpaid,32
CUST2535,Jio,Postpaid,2
CUST2536,BSNL,Postpaid,66
CUST2537,Vi,Postpaid,55
CUST2538,Jio,Postpaid,32
CUST2539,Airtel,Prepaid,40
CUST2540,Vi,Postpaid,34
CUST2541,Airtel,Prepaid,23
CUST2542,Jio,Prepaid,21
CUST2543,Airtel,Prepaid,60
CUST2544,Jio,Postpaid,4
CUST2545,Airtel,Prepaid,55
CUST2546,Jio,Postpaid,38
CUST2547,Vi,Postpaid,2
CUST2548,Jio,Prepaid,15
CUST2549,Vi,Postpaid,53
CUST2550,BSNL,Postpaid,12
CUST2551,Airtel,Postpaid,36
CUST2552,BSNL,Prepaid,32
CUST2553,BSNL,Postpaid,6
CUST2554,BSNL,Postpaid,7
CUST2555,BSNL,Prepaid,44
CUST2556,Airtel,Prepaid,64
CUST2557,BSNL,Prepaid,40
CUST2558,Airtel,Prepaid,3
CUST2559,Vi,Postpaid,65
CUST2560,BSNL,Prepaid,23
CUST2561,Jio,Prepaid,19
CUST2562,Airtel,Postpaid,13
CUST2563,Vi,Prepaid,66
CUST2564,Airtel,Postpaid,27
CUST2565,Airtel,Postpaid,57
CUST2566,Vi,Postpaid,25
CUST2567,Jio,Postpaid,24
CUST2568,BSNL,Postpaid,54
CUST2569,BSNL,Postpaid,27
CUST2570,Jio,Prepaid,6
CUST2571,BSNL,Prepaid,2
CUST2572,Jio,Prepaid,10
CUST2573,BSNL,Postpaid,17
CUST2574,Airtel,Prepaid,30
CUST2575,Airtel,Postpaid,52
CUST2576,Airtel,Prepaid,68
CUST2577,Airtel,Postpaid,69
CUST2578,Vi,Postpaid,45
CUST2579,Vi,Postpaid,60
CUST2580,BSNL,Prepaid,21
CUST2581,Vi,Postpaid,52
CUST2582,Vi,Postpaid,32
CUST2583,Airtel,Prepaid,31
CUST2584,Jio,Postpaid,48
CUST2585,Jio,Prepaid,66
CUST2586,Jio,Postpaid,25
CUST2587,Jio,Prepaid,57
CUST2588,Airtel,Prepaid,38
CUST2589,Airtel,Postpaid,20
CUST2590,Vi,Prepaid,39
CUST2591,Jio,Postpaid,18
CUST2592,BSNL,Postpaid,28
CUST2593,Vi,Postpaid,11
CUST2594,BSNL,Postpaid,2
CUST2595,Airtel,Postpaid,12
CUST2596,Vi,Postpaid,17
CUST2597,BSNL,Prepaid,55
CUST2598,BSNL,Prepaid,65
CUST2599,Jio,Prepaid,2
CUST2600,Airtel,Postpaid,16
CUST2601,Vi,Prepaid,65
CUST2602,Jio,Postpaid,43
CUST2603,Jio,Prepaid,55
CUST2604,Jio,Prepaid,69
CUST2605,BSNL,Prepaid,5
CUST2606,Vi,Postpaid,35
CUST2607,Vi,Prepaid,57
CUST2608,Airtel,Postpaid,51
CUST2609,Vi,Postpaid,45
CUST2610,Jio,Prepaid,51
CUST2611,BSNL,Prepaid,55
CUST2612,Vi,Postpaid,64
CUST2613,Airtel,Postpaid,8
CUST2614,BSNL,Prepaid,4
CUST2615,BSNL,Postpaid,45
CUST2616,Jio,Prepaid,44
CUST2617,Vi,Prepaid,45
CUST2618,Vi,Prepaid,38
CUST2619,Vi,Postpaid,51
CUST2620,BSNL,Postpaid,4
CUST2621,Jio,Postpaid,25
CUST2622,BSNL,Prepaid,49
CUST2623,Jio,Prepaid,36
CUST2624,Airtel,Postpaid,29
CUST2625,Vi,Prepaid,21
CUST2626,Vi,Prepaid,14
CUST2627,BSNL,Postpaid,9
CUST2628,Jio,Prepaid,71
CUST2629,BSNL,Prepaid,14
CUST2630,BSNL,Prepaid,33
CUST2631,Vi,Prepaid,58
CUST2632,Airtel,Prepaid,5
CUST2633,Vi,Postpaid,68
CUST2634,Airtel,Prepaid,51
CUST2635,Vi,Postpaid,2
CUST2636,Airtel,Prepaid,71
CUST2637,BSNL,Prepaid,70
CUST2638,Vi,Postpaid,70
CUST2639,Jio,Prepaid,34
CUST2640,Jio,Prepaid,52
CUST2641,Vi,Prepaid,55
CUST2642,Airtel,Postpaid,35
CUST2643,BSNL,Prepaid,10
CUST2644,Vi,Prepaid,17
CUST2645,Jio,Postpaid,60
CUST2646,Jio,Prepaid,15
CUST2647,Jio,Postpaid,46
CUST2648,Vi,Postpaid,31
CUST2649,BSNL,Prepaid,32
CUST2650,BSNL,Prepaid,4
CUST2651,Jio,Postpaid,3
CUST2652,Jio,Prepaid,15
CUST2653,Vi,Prepaid,36
CUST2654,Jio,Postpaid,1
CUST2655,Vi,Prepaid,37
CUST2656,Vi,Postpaid,40
CUST2657,Vi,Postpaid,8
CUST2658,Airtel,Postpaid,8
CUST2659,BSNL,Postpaid,20
CUST2660,Vi,Postpaid,42
CUST2661,Jio,Postpaid,45
CUST2662,BSNL,Prepaid,53
CUST2663,Airtel,Prepaid,31
CUST2664,Jio,Postpaid,46
CUST2665,Vi,Prepaid,37
CUST2666,BSNL,Postpaid,53
CUST2667,Airtel,Postpaid,12
CUST2668,Jio,Postpaid,70
CUST2669,BSNL,Prepaid,6
CUST2670,BSNL,Postpaid,9
CUST2671,Jio,Prepaid,59
CUST2672,BSNL,Postpaid,32
CUST2673,BSNL,Postpaid,15
CUST2674,Airtel,Postpaid,17
CUST2675,Airtel,Prepaid,47
CUST2676,Airtel,Postpaid,17
CUST2677,Jio,Prepaid,32
CUST2678,Jio,Postpaid,5
CUST2679,Vi,Prepaid,25
CUST2680,Airtel,Prepaid,20
CUST2681,Airtel,Prepaid,31
CUST2682,Jio,Postpaid,29
CUST2683,BSNL,Postpaid,7
CUST2684,BSNL,Postpaid,53
CUST2685,Airtel,Prepaid,2
CUST2686,Vi,Prepaid,57
CUST2687,BSNL,Postpaid,18
CUST2688,Airtel,Prepaid,20
CUST2689,Airtel,Prepaid,60
CUST2690,Vi,Prepaid,26
CUST2691,Jio,Prepaid,24
CUST2692,BSNL,Postpaid,20
CUST2693,Airtel,Prepaid,42
CUST2694,Jio,Postpaid,5
CUST2695,BSNL,Postpaid,49
CUST2696,BSNL,Prepaid,14
CUST2697,Vi,Postpaid,18
CUST2698,BSNL,Postpaid,22
CUST2699,Airtel,Prepaid,38
CUST2700,BSNL,Postpaid,65
CUST2701,BSNL,Postpaid,6
CUST2702,Jio,Prepaid,16
CUST2703,Vi,Postpaid,9
CUST2704,Airtel,Prepaid,68
CUST2705,BSNL,Postpaid,66
CUST2706,Jio,Prepaid,5
CUST2707,Airtel,Postpaid,52
CUST2708,Vi,Postpaid,29
CUST2709,Vi,Postpaid,10
CUST2710,Vi,Postpaid,57
CUST2711,Vi,Prepaid,62
CUST2712,Airtel,Prepaid,37
CUST2713,Jio,Postpaid,34
CUST2714,Jio,Prepaid,20
CUST2715,Jio,Postpaid,3
CUST2716,BSNL,Prepaid,64
CUST2717,Jio,Postpaid,21
CUST2718,Jio,Postpaid,5
CUST2719,Jio,Postpaid,36
CUST2720,Airtel,Postpaid,48
CUST2721,Jio,Prepaid,10
CUST2722,Jio,Postpaid,18
CUST2723,Airtel,Postpaid,40
CUST2724,BSNL,Prepaid,23
CUST2725,BSNL,Prepaid,58
CUST2726,Airtel,Postpaid,39
CUST2727,Jio,Prepaid,58
CUST2728,Vi,Prepaid,7
CUST2729,Vi,Prepaid,40
CUST2730,BSNL,Postpaid,35
CUST2731,Vi,Postpaid,31
CUST2732,Jio,Prepaid,12
CUST2733,Airtel,Prepaid,1
CUST2734,Airtel,Postpaid,16
CUST2735,Jio,Postpaid,48
CUST2736,Airtel,Prepaid,64
CUST2737,Jio,Prepaid,16
CUST2738,Jio,Prepaid,2
CUST2739,Jio,Postpaid,49
CUST2740,Airtel,Postpaid,25
CUST2741,Vi,Postpaid,68
CUST2742,Jio,Prepaid,14
CUST2743,BSNL,Postpaid,39
CUST2744,BSNL,Postpaid,29
CUST2745,Vi,Postpaid,46
CUST2746,Airtel,Prepaid,25
CUST2747,Vi,Prepaid,56
CUST2748,BSNL,Prepaid,19
CUST2749,BSNL,Prepaid,43
CUST2750,Airtel,Prepaid,37
CUST2751,Jio,Postpaid,62
CUST2752,Vi,Prepaid,65
CUST2753,Jio,Postpaid,37
CUST2754,Vi,Prepaid,51
CUST2755,BSNL,Postpaid,1
CUST2756,Vi,Prepaid,3
CUST2757,Jio,Prepaid,18
CUST2758,Airtel,Postpaid,67
CUST2759,Vi,Postpaid,13
CUST2760,BSNL,Prepaid,43
CUST2761,Jio,Prepaid,65
CUST2762,BSNL,Postpaid,17
CUST2763,Jio,Prepaid,15
CUST2764,Jio,Postpaid,59
CUST2765,BSNL,Postpaid,51
CUST2766,Vi,Postpaid,48
CUST2767,Airtel,Prepaid,71
CUST2768,Vi,Prepaid,64
CUST2769,Vi,Postpaid,31
CUST2770,Jio,Postpaid,23
CUST2771,Airtel,Postpaid,8
CUST2772,Jio,Postpaid,28
CUST2773,Vi,Postpaid,14
CUST2774,Vi,Postpaid,46
CUST2775,Vi,Prepaid,15
CUST2776,Jio,Postpaid,16
CUST2777,Jio,Prepaid,12
CUST2778,BSNL,Postpaid,62
CUST2779,Airtel,Postpaid,3
CUST2780,Vi,Prepaid,45
CUST2781,Airtel,Postpaid,66
CUST2782,BSNL,Postpaid,2
CUST2783,Vi,Postpaid,5
CUST2784,BSNL,Postpaid,12
CUST2785,Jio,Prepaid,18
CUST2786,Vi,Postpaid,55
CUST2787,BSNL,Prepaid,31
CUST2788,Jio,Postpaid,3
CUST2789,Airtel,Postpaid,59
CUST2790,Jio,Postpaid,28
CUST2791,Vi,Prepaid,63
CUST2792,Airtel,Postpaid,1
CUST2793,Vi,Postpaid,36
CUST2794,Vi,Prepaid,8
CUST2795,Jio,Prepaid,15
CUST2796,Jio,Prepaid,1
CUST2797,Vi,Prepaid,38
CUST2798,Vi,Postpaid,58
CUST2799,Jio,Prepaid,70
CUST2800,Jio,Prepaid,46
CUST2801,Jio,Prepaid,34
CUST2802,BSNL,Prepaid,6
CUST2803,BSNL,Prepaid,56
CUST2804,Jio,Prepaid,23
CUST2805,BSNL,Prepaid,37
CUST2806,Vi,Postpaid,35
CUST2807,Vi,Prepaid,28
CUST2808,Airtel,Prepaid,3
CUST2809,BSNL,Prepaid,37
CUST2810,Jio,Prepaid,30
CUST2811,Airtel,Postpaid,43
CUST2812,Jio,Prepaid,58
CUST2813,BSNL,Prepaid,11
CUST2814,Airtel,Prepaid,22
CUST2815,Jio,Prepaid,63
CUST2816,BSNL,Prepaid,22
CUST2817,BSNL,Prepaid,58
CUST2818,Vi,Prepaid,43
CUST2819,BSNL,Postpaid,37
CUST2820,Jio,Postpaid,63
CUST2821,Jio,Prepaid,40
CUST2822,Jio,Postpaid,18
CUST2823,Vi,Postpaid,12
CUST2824,BSNL,Prepaid,34
CUST2825,Vi,Prepaid,21
CUST2826,Vi,Postpaid,5
CUST2827,BSNL,Prepaid,17
CUST2828,Jio,Postpaid,48
CUST2829,BSNL,Prepaid,20
CUST2830,Jio,Prepaid,9
CUST2831,Airtel,Prepaid,63
CUST2832,BSNL,Prepaid,2
CUST2833,Jio,Postpaid,48
CUST2834,BSNL,Postpaid,19
CUST2835,BSNL,Postpaid,63
CUST2836,Airtel,Postpaid,19
CUST2837,Vi,Prepaid,64
CUST2838,Jio,Postpaid,15
CUST2839,Airtel,Prepaid,10
CUST2840,BSNL,Postpaid,30
CUST2841,Airtel,Prepaid,45
CUST2842,Vi,Prepaid,60
CUST2843,Vi,Prepaid,67
CUST2844,Airtel,Postpaid,3
CUST2845,Vi,Postpaid,15
CUST2846,Jio,Prepaid,22
CUST2847,Vi,Postpaid,53
CUST2848,Airtel,Prepaid,7
CUST2849,Airtel,Postpaid,53
CUST2850,BSNL,Prepaid,31
CUST2851,Airtel,Prepaid,36
CUST2852,Jio,Postpaid,63
CUST2853,Vi,Prepaid,29
CUST2854,Vi,Prepaid,26
CUST2855,Airtel,Prepaid,61
CUST2856,Vi,Prepaid,1
CUST2857,Jio,Postpaid,54
CUST2858,Airtel,Prepaid,24
CUST2859,Airtel,Postpaid,32
CUST2860,BSNL,Prepaid,44
CUST2861,BSNL,Postpaid,45
CUST2862,Vi,Prepaid,63
CUST2863,Airtel,Prepaid,22
CUST2864,Jio,Postpaid,10
CUST2865,Jio,Postpaid,2
CUST2866,Vi,Prepaid,62
CUST2867,Vi,Postpaid,41
CUST2868,BSNL,Postpaid,66
CUST2869,BSNL,Postpaid,12
CUST2870,Jio,Prepaid,47
CUST2871,Jio,Prepaid,39
CUST2872,Vi,Prepaid,53
CUST2873,Vi,Prepaid,25
CUST2874,BSNL,Postpaid,54
CUST2875,Vi,Prepaid,69
CUST2876,Vi,Postpaid,21
CUST2877,Vi,Postpaid,53
CUST2878,BSNL,Prepaid,63
CUST2879,Airtel,Postpaid,11
CUST2880,Jio,Postpaid,4
CUST2881,Vi,Postpaid,22
CUST2882,Airtel,Postpaid,9
CUST2883,Airtel,Postpaid,34
CUST2884,BSNL,Postpaid,12
CUST2885,Vi,Postpaid,13
CUST2886,Jio,Postpaid,46
CUST2887,Vi,Postpaid,51
CUST2888,Airtel,Postpaid,6
CUST2889,Vi,Prepaid,30
CUST2890,Airtel,Postpaid,43
CUST2891,Jio,Prepaid,17
CUST2892,Jio,Postpaid,23
CUST2893,BSNL,Postpaid,19
CUST2894,Vi,Postpaid,17
CUST2895,BSNL,Prepaid,24
CUST2896,Jio,Postpaid,55
CUST2897,Airtel,Postpaid,39
CUST2898,Jio,Postpaid,68
CUST2899,BSNL,Prepaid,67
CUST2900,Jio,Postpaid,9
CUST2901,BSNL,Postpaid,36
CUST2902,Jio,Prepaid,54
CUST2903,Jio,Prepaid,32
CUST2904,Vi,Postpaid,15
CUST2905,Airtel,Postpaid,57
CUST2906,Jio,Prepaid,31
CUST2907,Airtel,Prepaid,5
CUST2908,BSNL,Prepaid,38
CUST2909,Jio,Postpaid,23
CUST2910,BSNL,Postpaid,25
CUST2911,Vi,Postpaid,14
CUST2912,BSNL,Postpaid,38
CUST2913,BSNL,Postpaid,69
CUST2914,Jio,Postpaid,40
CUST2915,BSNL,Postpaid,14
CUST2916,Vi,Prepaid,45
CUST2917,Airtel,Postpaid,38
CUST2918,Airtel,Prepaid,24
CUST2919,Airtel,Prepaid,14
CUST2920,Airtel,Prepaid,23
CUST2921,BSNL,Postpaid,64
CUST2922,Airtel,Postpaid,2
CUST2923,Airtel,Postpaid,6
CUST2924,Airtel,Postpaid,24
CUST2925,Vi,Postpaid,53
CUST2926,Airtel,Prepaid,65
CUST2927,Vi,Postpaid,4
CUST2928,Vi,Prepaid,10
CUST2929,Vi,Postpaid,19
CUST2930,Airtel,Postpaid,21
CUST2931,BSNL,Postpaid,65
CUST2932,BSNL,Postpaid,8
CUST2933,Jio,Prepaid,20
CUST2934,Airtel,Prepaid,15
CUST2935,Vi,Postpaid,22
CUST2936,Airtel,Prepaid,54
CUST2937,Vi,Postpaid,32
CUST2938,Airtel,Prepaid,6
CUST2939,Airtel,Postpaid,2
CUST2940,Jio,Postpaid,2
CUST2941,Airtel,Postpaid,32
CUST2942,Airtel,Postpaid,64
CUST2943,BSNL,Prepaid,4
CUST2944,Airtel,Prepaid,54
CUST2945,Vi,Prepaid,70
CUST2946,Vi,Postpaid,66
CUST2947,BSNL,Postpaid,38
CUST2948,Vi,Prepaid,19
CUST2949,Vi,Prepaid,27
CUST2950,Vi,Postpaid,59
CUST2951,Jio,Prepaid,69
CUST2952,Vi,Postpaid,26
CUST2953,BSNL,Postpaid,30
CUST2954,Jio,Postpaid,35
CUST2955,Vi,Postpaid,1
CUST2956,Airtel,Postpaid,60
CUST2957,Jio,Prepaid,57
CUST2958,Vi,Postpaid,58
CUST2959,Vi,Postpaid,67
CUST2960,Jio,Postpaid,64
CUST2961,Vi,Prepaid,15
CUST2962,Vi,Prepaid,39
CUST2963,Jio,Postpaid,55
CUST2964,Airtel,Prepaid,35
CUST2965,Vi,Prepaid,69
CUST2966,Vi,Prepaid,36
CUST2967,Jio,Postpaid,67
CUST2968,Jio,Prepaid,64
CUST2969,Jio,Postpaid,60
CUST2970,Jio,Prepaid,34
CUST2971,BSNL,Prepaid,12
CUST2972,Airtel,Postpaid,58
CUST2973,BSNL,Prepaid,24
CUST2974,Airtel,Postpaid,30
CUST2975,Vi,Prepaid,16
CUST2976,Vi,Postpaid,24
CUST2977,Vi,Postpaid,41
CUST2978,Vi,Postpaid,41
CUST2979,Airtel,Prepaid,47
CUST2980,Airtel,Prepaid,56
CUST2981,Vi,Prepaid,10
CUST2982,Airtel,Prepaid,33
CUST2983,Vi,Prepaid,42
CUST2984,Airtel,Prepaid,41
CUST2985,BSNL,Postpaid,44
CUST2986,Airtel,Prepaid,19
CUST2987,Airtel,Prepaid,31
CUST2988,Vi,Postpaid,16
CUST2989,Airtel,Prepaid,56
CUST2990,Vi,Prepaid,10
CUST2991,BSNL,Prepaid,44
CUST2992,BSNL,Postpaid,11
CUST2993,BSNL,Postpaid,43
CUST2994,Vi,Prepaid,60
CUST2995,BSNL,Prepaid,10
CUST2996,Jio,Prepaid,11
CUST2997,BSNL,Prepaid,26
CUST2998,Vi,Postpaid,68
CUST2999,Jio,Postpaid,1
CUST3000,Airtel,Prepaid,39
CUST3001,Airtel,Prepaid,45
CUST3002,Vi,Prepaid,20
CUST3003,Vi,Postpaid,9
CUST3004,Jio,Prepaid,20
CUST3005,Jio,Prepaid,23
CUST3006,Airtel,Postpaid,65
CUST3007,Vi,Prepaid,24
CUST3008,Vi,Prepaid,38
CUST3009,BSNL,Prepaid,11
CUST3010,BSNL,Prepaid,30
CUST3011,Vi,Postpaid,3
CUST3012,Jio,Postpaid,31
CUST3013,Jio,Prepaid,49
CUST3014,Vi,Postpaid,60
CUST3015,Jio,Postpaid,15
CUST3016,Vi,Postpaid,29
CUST3017,Airtel,Postpaid,51
CUST3018,Jio,Prepaid,68
CUST3019,Jio,Postpaid,20
CUST3020,Vi,Postpaid,26
CUST3021,BSNL,Prepaid,4
CUST3022,Vi,Postpaid,1
CUST3023,Jio,Prepaid,22
CUST3024,Vi,Prepaid,10
CUST3025,Airtel,Prepaid,54
CUST3026,Jio,Prepaid,62
CUST3027,BSNL,Postpaid,5
CUST3028,Vi,Postpaid,3
CUST3029,BSNL,Postpaid,3
CUST3030,Vi,Postpaid,67
CUST3031,Airtel,Postpaid,50
CUST3032,BSNL,Prepaid,33
CUST3033,Vi,Postpaid,29
CUST3034,Jio,Postpaid,48
CUST3035,Vi,Prepaid,16
CUST3036,Jio,Postpaid,30
CUST3037,Airtel,Prepaid,42
CUST3038,Airtel,Postpaid,5
CUST3039,Jio,Postpaid,12
CUST3040,BSNL,Postpaid,20
CUST3041,Jio,Postpaid,10
CUST3042,BSNL,Postpaid,28
CUST3043,Airtel,Prepaid,43
CUST3044,Airtel,Postpaid,33
CUST3045,Vi,Postpaid,70
CUST3046,Jio,Prepaid,6
CUST3047,Airtel,Postpaid,52
CUST3048,BSNL,Prepaid,42
CUST3049,Vi,Prepaid,51
CUST3050,BSNL,Postpaid,29
CUST3051,Vi,Postpaid,71
CUST3052,Jio,Prepaid,7
CUST3053,BSNL,Postpaid,58
CUST3054,Jio,Prepaid,40
CUST3055,BSNL,Prepaid,51
CUST3056,Vi,Postpaid,34
CUST3057,BSNL,Postpaid,21
CUST3058,Vi,Postpaid,12
CUST3059,Jio,Prepaid,53
CUST3060,BSNL,Postpaid,70
CUST3061,Vi,Postpaid,54
CUST3062,BSNL,Prepaid,54
CUST3063,Jio,Prepaid,20
CUST3064,Jio,Prepaid,18
CUST3065,Vi,Prepaid,45
CUST3066,Airtel,Prepaid,21
CUST3067,Vi,Prepaid,12
CUST3068,BSNL,Postpaid,63
CUST3069,Jio,Postpaid,2
CUST3070,Vi,Postpaid,52
CUST3071,Jio,Prepaid,14
CUST3072,BSNL,Postpaid,25
CUST3073,Jio,Prepaid,64
CUST3074,Vi,Prepaid,9
CUST3075,Vi,Postpaid,28
CUST3076,Vi,Postpaid,65
CUST3077,Airtel,Prepaid,34
CUST3078,Jio,Prepaid,32
