customer_id,data_gb,call_minutes
CUST1384,45,2014
CUST1385,32,2149
CUST1386,45,935
CUST1387,13,426
CUST1388,3,59
CUST1389,55,1620
CUST1390,49,293
CUST1391,7,3674
CUST1392,43,274
CUST1393,96,2757
CUST1394,99,2567
CUST1395,65,2863
CUST1396,86,3260
CUST1397,5,3673
CUST1398,87,3791
CUST1399,50,3448
CUST1400,71,3671
CUST1401,8,1076
CUST1402,84,255
CUST1403,80,1158
CUST1404,99,4399
CUST1405,48,4870
CUST1406,92,2861
CUST1407,63,2186
CUST1408,28,1659
CUST1409,47,393
CUST1410,51,2576
CUST1411,3,2349
CUST1412,45,125
CUST1413,51,2203
CUST1414,80,3711
CUST1415,75,4336
CUST1416,93,3583
CUST1417,14,1131
CUST1418,15,3126
CUST1419,89,1414
CUST1420,80,351
CUST1421,39,3248
CUST1422,28,109
CUST1423,86,4822
CUST1424,19,811
CUST1425,7,3285
CUST1426,51,3365
CUST1427,61,2745
CUST1428,67,4485
CUST1429,43,4486
CUST1430,70,68
CUST1431,89,4597
CUST1432,32,361
CUST1433,30,2040
CUST1434,6,2666
CUST1435,93,1867
CUST1436,52,3910
CUST1437,56,4171
CUST1438,55,3600
CUST1439,68,902
CUST1440,20,2588
CUST1441,61,3707
CUST1442,20,3457
CUST1443,95,2748
CUST1444,5,1486
CUST1445,32,2680
CUST1446,75,3027
CUST1447,45,4925
CUST1448,74,3411
CUST1449,46,4192
CUST1450,57,910
CUST1451,5,4543
CUST1452,68,1789
CUST1453,2,2190
CUST1454,72,3318
CUST1455,60,1252
CUST1456,95,843
CUST1457,63,3470
CUST1458,66,4096
CUST1459,11,786
CUST1460,88,57
CUST1461,72,4418
CUST1462,24,1710
CUST1463,60,4975
CUST1464,51,3206
CUST1465,6,2936
CUST1466,15,3764
CUST1467,61,1166
CUST1468,82,484
CUST1469,77,1043
CUST1470,24,2339
CUST1471,1,2192
CUST1472,15,2564
CUST1473,96,2185
CUST1474,17,4199
CUST1475,43,3811
CUST1476,28,3061
CUST1477,8,287
CUST1478,22,2812
CUST1479,48,2033
CUST1480,51,1215
CUST1481,81,3574
CUST1482,89,4479
CUST1483,93,1772
CUST1484,67,1097
CUST1485,41,3716
CUST1486,22,4527
CUST1487,69,2524
CUST1488,86,3681
CUST1489,40,3186
CUST1490,95,358
CUST1491,56,2319
CUST1492,82,403
CUST1493,21,4007
CUST1494,69,967
CUST1495,97,3289
CUST1496,89,1326
CUST1497,12,480
CUST1498,20,185
CUST1499,68,671
CUST1500,46,832
CUST1501,81,1937
CUST1502,55,2507
CUST1503,98,210
CUST1504,5,2439
CUST1505,28,770
CUST1506,98,2632
CUST1507,55,2889
CUST1508,83,3704
CUST1509,27,1610
CUST1510,30,1439
CUST1511,37,3376
CUST1512,36,2939
CUST1513,45,1453
CUST1514,6,4935
CUST1515,65,4998
CUST1516,40,2227
CUST1517,25,554
CUST1518,98,656
CUST1519,26,3181
CUST1520,52,1327
CUST1521,70,3228
CUST1522,87,3494
CUST1523,29,215
CUST1524,4,2611
CUST1525,34,3224
CUST1526,78,4741
CUST1527,64,1008
CUST1528,7,2022
CUST1529,45,135
CUST1530,23,3884
CUST1531,87,13
CUST1532,94,1781
CUST1533,5,364
CUST1534,39,1657
CUST1535,51,3364
CUST1536,27,4230
CUST1537,60,1077
CUST1538,90,4472
CUST1539,65,3144
CUST1540,31,4564
CUST1541,9,2766
CUST1542,33,3650
CUST1543,33,4140
CUST1544,27,641
CUST1545,76,818
CUST1546,94,371
CUST1547,53,2808
CUST1548,75,589
CUST1549,52,4626
CUST1550,7,92
CUST1551,79,3833
CUST1552,98,1827
CUST1553,22,4890
CUST1554,10,2589
CUST1555,11,2318
CUST1556,73,2117
CUST1557,90,117
CUST1558,80,231
CUST1559,11,2802
CUST1560,5,3986
CUST1561,64,1509
CUST1562,13,2833
CUST1563,99,3927
CUST1564,56,3657
CUST1565,20,1440
CUST1566,1,3055
CUST1567,44,2428
CUST1568,93,2958
CUST1569,90,3761
CUST1570,17,788
CUST1571,64,3413
CUST1572,82,2811
CUST1573,61,3050
CUST1574,90,3897
CUST1575,34,4588
CUST1576,11,1824
CUST1577,60,1501
CUST1578,31,4727
CUST1579,55,2184
CUST1580,23,3500
CUST1581,69,554
CUST1582,78,3463
CUST1583,67,3980
CUST1584,67,4073
CUST1585,68,2260
CUST1586,95,1414
CUST1587,47,2664
CUST1588,99,3508
CUST1589,60,3608
CUST1590,95,3340
CUST1591,73,1373
CUST1592,67,1477
CUST1593,72,4754
CUST1594,87,4554
CUST1595,68,1882
CUST1596,96,1048
CUST1597,56,3485
CUST1598,9,3457
CUST1599,30,3436
CUST1600,78,3525
CUST1601,37,2698
CUST1602,38,3434
CUST1603,92,3219
CUST1604,30,4797
CUST1605,10,3890
CUST1606,63,4056
CUST1607,72,3857
CUST1608,89,1428
CUST1609,33,4460
CUST1610,9,3377
CUST1611,65,2872
CUST1612,4,4482
CUST1613,63,3043
CUST1614,4,3977
CUST1615,4,3226
CUST1616,16,1299
CUST1617,28,4687
CUST1618,56,2268
CUST1619,42,3709
CUST1620,10,1963
CUST1621,46,822
CUST1622,75,3326
CUST1623,53,4880
CUST1624,78,3896
CUST1625,2,572
CUST1626,27,4582
CUST1627,62,467
CUST1628,25,3948
CUST1629,45,2231
CUST1630,48,334
CUST1631,86,3114
CUST1632,12,4893
CUST1633,48,4757
CUST1634,62,431
CUST1635,89,2067
CUST1636,10,3255
CUST1637,28,1845
CUST1638,46,640
CUST1639,74,725
CUST1640,56,813
CUST1641,68,1893
CUST1642,18,75
CUST1643,52,570
CUST1644,71,2716
CUST1645,13,1053
CUST1646,40,2511
CUST1647,26,468
CUST1648,99,2496
CUST1649,2,4441
CUST1650,87,2841
CUST1651,67,4298
CUST1652,77,2646
CUST1653,20,4634
CUST1654,11,4583
CUST1655,34,3206
CUST1656,67,2488
CUST1657,32,3478
CUST1658,63,2698
CUST1659,89,1167
CUST1660,80,3382
CUST1661,36,4423
CUST1662,30,1224
CUST1663,19,1195
CUST1664,16,193
CUST1665,6,126
CUST1666,82,4190
CUST1667,93,2454
CUST1668,52,3271
CUST1669,91,3900
CUST1670,93,182
CUST1671,14,1493
CUST1672,52,3788
CUST1673,79,3043
CUST1674,62,3169
CUST1675,79,1513
CUST1676,34,1855
CUST1677,40,2193
CUST1678,1,2941
CUST1679,69,3396
CUST1680,25,1972
CUST1681,53,2915
CUST1682,98,838
CUST1683,39,4395
CUST1684,89,2798
CUST1685,15,2122
CUST1686,19,2055
CUST1687,58,1934
CUST1688,41,346
CUST1689,66,782
CUST1690,39,4587
CUST1691,39,2125
CUST1692,53,3014
CUST1693,55,3061
CUST1694,88,736
CUST1695,80,342
CUST1696,56,274
CUST1697,79,1226
CUST1698,93,4756
CUST1699,16,4261
CUST1700,67,4695
CUST1701,89,1620
CUST1702,48,753
CUST1703,71,553
CUST1704,18,1051
CUST1705,76,934
CUST1706,84,3361
CUST1707,64,2881
CUST1708,20,3972
CUST1709,89,3018
CUST1710,3,3372
CUST1711,79,2003
CUST1712,20,3396
CUST1713,89,3318
CUST1714,26,3094
CUST1715,96,3356
CUST1716,13,2564
CUST1717,45,3272
CUST1718,36,3909
CUST1719,22,383
CUST1720,98,1749
CUST1721,42,2380
CUST1722,90,350
CUST1723,1,551
CUST1724,64,1409
CUST1725,99,2913
CUST1726,4,42
CUST1727,86,2941
CUST1728,53,3760
CUST1729,68,2598
CUST1730,87,3261
CUST1731,26,2362
CUST1732,67,2268
CUST1733,11,188
CUST1734,41,705
CUST1735,58,1743
CUST1736,21,202
CUST1737,19,3602
CUST1738,27,3527
CUST1739,49,603
CUST1740,16,4388
CUST1741,25,1123
CUST1742,35,1557
CUST1743,59,185
CUST1744,21,1717
CUST1745,57,4292
CUST1746,69,2980
CUST1747,41,3928
CUST1748,68,1872
CUST1749,6,3552
CUST1750,78,321
CUST1751,79,4468
CUST1752,20,2055
CUST1753,76,3542
CUST1754,33,2670
CUST1755,19,1739
CUST1756,96,1986
CUST1757,92,97
CUST1758,87,2054
CUST1759,78,2265
CUST1760,52,1711
CUST1761,86,3030
CUST1762,3,1147
CUST1763,38,2240
CUST1764,13,115
CUST1765,37,4110
CUST1766,67,2981
CUST1767,56,362
CUST1768,84,368
CUST1769,14,1212
CUST1770,94,3823
CUST1771,75,3604
CUST1772,55,4511
CUST1773,96,420
CUST1774,25,1587
CUST1775,33,1624
CUST1776,43,4138
CUST1777,82,3408
CUST1778,29,1701
CUST1779,1,4662
CUST1780,64,4945
CUST1781,2,767
CUST1782,29,1456
CUST1783,98,2288
CUST1784,76,171
CUST1785,70,3902
CUST1786,12,2346
CUST1787,59,1549
CUST1788,27,3635
CUST1789,23,4845
CUST1790,5,1868
CUST1791,11,3405
CUST1792,59,507
CUST1793,42,577
CUST1794,72,1477
CUST1795,12,1254
CUST1796,94,4238
CUST1797,82,1850
CUST1798,97,4007
CUST1799,74,4938
CUST1800,87,846
CUST1801,15,3757
CUST1802,5,4540
CUST1803,42,522
CUST1804,78,525
CUST1805,97,3054
CUST1806,76,3217
CUST1807,66,2909
CUST1808,55,3935
CUST1809,6,1724
CUST1810,78,2931
CUST1811,11,266
CUST1812,34,4802
CUST1813,46,3878
CUST1814,27,2790
CUST1815,17,334
CUST1816,3,765
CUST1817,4,2165
CUST1818,42,1805
CUST1819,2,4407
CUST1820,14,85
CUST1821,26,4074
CUST1822,61,11
CUST1823,66,114
CUST1824,31,1035
CUST1825,79,2547
CUST1826,68,2249
CUST1827,19,4404
CUST1828,40,1016
CUST1829,96,1677
CUST1830,14,4042
CUST1831,56,3708
CUST1832,66,510
CUST1833,14,1371
CUST1834,35,938
CUST1835,66,636
CUST1836,64,3043
CUST1837,74,3775
CUST1838,5,2041
CUST1839,43,845
CUST1840,86,3968
CUST1841,86,2903
CUST1842,60,1531
CUST1843,19,4670
CUST1844,47,1456
CUST1845,3,2886
CUST1846,65,2699
CUST1847,54,218
CUST1848,20,1415
CUST1849,98,4948
CUST1850,7,1030
CUST1851,82,2213
CUST1852,54,4355
CUST1853,21,1706
CUST1854,54,1025
CUST1855,77,3146
CUST1856,58,2344
CUST1857,36,226
CUST1858,19,4707
CUST1859,12,3912
CUST1860,40,245
CUST1861,60,533
CUST1862,52,770
CUST1863,14,1930
CUST1864,96,2915
CUST1865,81,3085
CUST1866,71,3705
CUST1867,17,2268
CUST1868,35,4577
CUST1869,23,3624
CUST1870,27,262
CUST1871,3,4498
CUST1872,97,4845
CUST1873,38,781
CUST1874,63,480
CUST1875,18,4509
CUST1876,4,1681
CUST1877,10,4349
CUST1878,11,2356
CUST1879,43,2829
CUST1880,67,2582
CUST1881,94,3222
CUST1882,87,2723
CUST1883,23,3778
CUST1884,15,3993
CUST1885,64,3858
CUST1886,42,4305
CUST1887,41,1766
CUST1888,35,754
CUST1889,22,3228
CUST1890,13,4661
CUST1891,32,1816
CUST1892,30,742
CUST1893,85,70
CUST1894,28,934
CUST1895,72,4979
CUST1896,74,1202
CUST1897,88,2957
CUST1898,74,4536
CUST1899,29,4930
CUST1900,20,1598
CUST1901,55,3437
CUST1902,76,4163
CUST1903,3,4719
CUST1904,73,1200
CUST1905,2,1628
CUST1906,83,867
CUST1907,13,352
CUST1908,92,1039
CUST1909,88,3091
CUST1910,5,102
CUST1911,86,2437
CUST1912,30,3096
CUST1913,60,3483
CUST1914,2,412
CUST1915,63,2340
CUST1916,71,2144
CUST1917,87,1380
CUST1918,53,3911
CUST1919,22,4099
CUST1920,58,3507
CUST1921,95,57
CUST1922,99,4032
CUST1923,4,3514
CUST1924,32,1586
CUST1925,53,3901
CUST1926,16,4836
CUST1927,71,1418
CUST1928,28,4747
CUST1929,15,1314
CUST1930,36,2696
CUST1931,48,115
CUST1932,88,1809
CUST1933,37,1745
CUST1934,49,1893
CUST1935,35,3458
CUST1936,17,4103
CUST1937,23,1987
CUST1938,78,1636
CUST1939,8,3567
CUST1940,47,2809
CUST1941,36,2535
CUST1942,43,2141
CUST1943,5,160
CUST1944,21,47
CUST1945,45,639
CUST1946,13,4579
CUST1947,1,4243
CUST1948,2,4874
CUST1949,21,3394
CUST1950,78,4141
CUST1951,11,3802
CUST1952,78,100
CUST1953,8,334
CUST1954,44,1599
CUST1955,42,984
CUST1956,79,371
CUST1957,3,227
CUST1958,46,55
CUST1959,15,503
CUST1960,26,138
CUST1961,87,1067
CUST1962,45,2692
CUST1963,56,3237
CUST1964,17,4423
CUST1965,19,4046
CUST1966,5,1136
CUST1967,51,3185
CUST1968,81,1108
CUST1969,47,1294
CUST1970,21,3857
CUST1971,69,4979
CUST1972,26,1867
CUST1973,14,4019
CUST1974,34,1515
CUST1975,9,861
CUST1976,21,4248
CUST1977,20,4053
CUST1978,90,976
CUST1979,45,3036
CUST1980,45,1907
CUST1981,48,4447
CUST1982,73,4893
CUST1983,96,2616
CUST1984,85,4105
CUST1985,13,1690
CUST1986,49,1338
CUST1987,76,2702
CUST1988,76,1806
CUST1989,32,3261
CUST1990,40,1128
CUST1991,22,4447
CUST1992,14,2876
CUST1993,77,1658
CUST1994,24,467
CUST1995,62,4762
CUST1996,92,4317
CUST1997,86,1771
CUST1998,26,1332
CUST1999,21,2492
CUST2000,71,3027
CUST2001,25,2244
CUST2002,28,1619
CUST2003,73,4013
CUST2004,93,3964
CUST2005,21,4442
CUST2006,25,2271
CUST2007,46,1266
CUST2008,2,1725
CUST2009,50,754
CUST2010,48,1310
CUST2011,86,4806
CUST2012,80,3096
CUST2013,63,4937
CUST2014,51,653
CUST2015,11,2125
CUST2016,27,2701
CUST2017,45,2689
CUST2018,14,3840
CUST2019,91,1192
CUST2020,60,2004
CUST2021,30,2432
CUST2022,73,1223
CUST2023,92,1804
CUST2024,90,3172
CUST2025,18,3321
CUST2026,46,3234
CUST2027,93,1808
CUST2028,88,216
CUST2029,65,2903
CUST2030,48,875
CUST2031,25,4739
CUST2032,80,43
CUST2033,9,588
CUST2034,74,1330
CUST2035,96,2580
CUST2036,76,4297
CUST2037,76,2565
CUST2038,65,152
CUST2039,74,3386
CUST2040,32,810
CUST2041,17,1707
CUST2042,46,554
CUST2043,41,175
CUST2044,52,3277
CUST2045,84,1410
CUST2046,42,4162
CUST2047,53,3991
CUST2048,1,259
CUST2049,29,1156
CUST2050,56,4909
CUST2051,35,2336
CUST2052,78,18
CUST2053,86,212
CUST2054,61,1654
CUST2055,48,4890
CUST2056,67,1668
CUST2057,38,3726
CUST2058,34,751
CUST2059,85,2162
CUST2060,76,726
CUST2061,12,3825
CUST2062,87,3960
CUST2063,99,3310
CUST2064,17,1440
CUST2065,23,3422
CUST2066,70,889
CUST2067,17,4869
CUST2068,39,2578
CUST2069,33,1030
CUST2070,42,2360
CUST2071,21,2376
CUST2072,19,10
CUST2073,19,1974
CUST2074,55,643
CUST2075,86,4720
CUST2076,62,2596
CUST2077,80,4843
CUST2078,98,1967
CUST2079,82,4810
CUST2080,78,1489
CUST2081,81,1882
CUST2082,61,4090
CUST2083,31,1009
CUST2084,99,3825
CUST2085,78,1961
CUST2086,73,1601
CUST2087,32,4388
CUST2088,72,4703
CUST2089,76,243
CUST2090,38,3446
CUST2091,41,2336
CUST2092,77,1902
CUST2093,77,2106
CUST2094,65,4992
CUST2095,37,4221
CUST2096,15,4176
CUST2097,19,796
CUST2098,51,1898
CUST2099,38,1542
CUST2100,46,227
CUST2101,30,2886
CUST2102,54,2775
CUST2103,52,4188
CUST2104,54,1577
CUST2105,49,2724
CUST2106,7,558
CUST2107,38,558
CUST2108,43,3257
CUST2109,1,3362
CUST2110,99,4733
CUST2111,67,2435
CUST2112,9,3823
CUST2113,3,613
CUST2114,70,2083
CUST2115,71,4183
CUST2116,85,721
CUST2117,51,4385
CUST2118,29,675
CUST2119,5,3720
CUST2120,21,4643
CUST2121,56,1913
CUST2122,55,1743
CUST2123,58,3655
CUST2124,14,1853
CUST2125,97,355
CUST2126,75,1419
CUST2127,21,3752
CUST2128,50,518
CUST2129,57,1882
CUST2130,36,4546
CUST2131,91,1388
CUST2132,48,119
CUST2133,14,4004
CUST2134,74,4347
CUST2135,41,2684
CUST2136,80,4221
CUST2137,5,3194
CUST2138,25,1544
CUST2139,31,2742
CUST2140,38,316
CUST2141,76,1180
CUST2142,70,132
CUST2143,90,2470
CUST2144,64,1223
CUST2145,17,2440
CUST2146,94,90
CUST2147,34,2031
CUST2148,4,3425
CUST2149,47,1350
CUST2150,10,3225
CUST2151,25,2979
CUST2152,16,1127
CUST2153,54,4990
CUST2154,39,2788
CUST2155,69,3271
CUST2156,88,3479
CUST2157,62,2703
CUST2158,74,441
CUST2159,41,1080
CUST2160,17,161
CUST2161,29,4534
CUST2162,25,1439
CUST2163,53,3677
CUST2164,25,4496
CUST2165,90,23
CUST2166,69,3252
CUST2167,43,4380
CUST2168,58,569
CUST2169,7,570
CUST2170,69,769
CUST2171,59,3628
CUST2172,10,376
CUST2173,2,2221
CUST2174,74,1202
CUST2175,84,3138
CUST2176,13,602
CUST2177,76,1771
CUST2178,94,4854
CUST2179,80,4448
CUST2180,85,3993
CUST2181,72,1653
CUST2182,56,3131
CUST2183,78,1700
CUST2184,51,29
CUST2185,96,3778
CUST2186,60,3447
CUST2187,56,3156
CUST2188,36,571
CUST2189,6,1549
CUST2190,75,4668
CUST2191,58,19
CUST2192,62,1813
CUST2193,61,2537
CUST2194,67,3985
CUST2195,85,4474
CUST2196,83,739
CUST2197,33,498
CUST2198,39,1407
CUST2199,67,1756
CUST2200,32,4168
CUST2201,65,763
CUST2202,87,1671
CUST2203,12,4950
CUST2204,67,777
CUST2205,93,2761
CUST2206,81,46
CUST2207,52,3786
CUST2208,72,174
CUST2209,96,1396
CUST2210,42,1280
CUST2211,38,4203
CUST2212,67,2156
CUST2213,74,2185
CUST2214,71,2576
CUST2215,82,4648
CUST2216,82,514
CUST2217,65,4500
CUST2218,35,3532
CUST2219,23,1386
CUST2220,14,1803
CUST2221,60,504
CUST2222,37,3759
CUST2223,61,1597
CUST2224,4,136
CUST2225,51,4615
CUST2226,17,1201
CUST2227,62,3160
CUST2228,59,4257
CUST2229,90,3335
CUST2230,63,1090
CUST2231,90,2577
CUST2232,26,4471
CUST2233,49,1627
CUST2234,45,3655
CUST2235,87,829
CUST2236,32,1585
CUST2237,66,1898
CUST2238,52,1448
CUST2239,30,2909
CUST2240,86,4855
CUST2241,30,3345
CUST2242,29,1179
CUST2243,39,3972
CUST2244,36,3937
CUST2245,42,2314
CUST2246,26,595
CUST2247,76,428
CUST2248,79,676
CUST2249,4,2442
CUST2250,11,616
CUST2251,39,356
CUST2252,77,367
CUST2253,25,893
CUST2254,97,2460
CUST2255,81,4949
CUST2256,52,2678
CUST2257,2,3351
CUST2258,60,3789
CUST2259,67,4757
CUST2260,18,3654
CUST2261,92,2457
CUST2262,46,2597
CUST2263,84,1477
CUST2264,1,2693
CUST2265,32,3185
CUST2266,84,1276
CUST2267,38,2459
CUST2268,86,630
CUST2269,36,1923
CUST2270,68,4301
CUST2271,40,2351
CUST2272,19,1454
CUST2273,15,4149
CUST2274,96,2828
CUST2275,61,4789
CUST2276,52,3702
CUST2277,14,2280
CUST2278,86,4284
CUST2279,7,3507
CUST2280,75,3722
CUST2281,14,2966
CUST2282,99,2996
CUST2283,90,4955
CUST2284,95,3160
CUST2285,94,1711
CUST2286,47,3986
CUST2287,86,4027
CUST2288,27,4532
CUST2289,40,264
CUST2290,61,618
CUST2291,22,2656
CUST2292,24,1103
CUST2293,16,3143
CUST2294,46,4172
CUST2295,52,4223
CUST2296,64,473
CUST2297,49,2898
CUST2298,7,1253
CUST2299,51,3649
CUST2300,47,2355
CUST2301,83,3487
CUST2302,90,3034
CUST2303,2,470
CUST2304,10,4252
CUST2305,22,50
CUST2306,21,2992
CUST2307,66,1137
CUST2308,43,916
CUST2309,25,1983
CUST2310,76,4370
CUST2311,61,1778
CUST2312,99,3824
CUST2313,91,2443
CUST2314,95,2362
CUST2315,97,4573
CUST2316,64,2905
CUST2317,60,427
CUST2318,53,4850
CUST2319,71,4288
CUST2320,69,2859
CUST2321,85,4998
CUST2322,96,282
CUST2323,50,28
CUST2324,57,991
CUST2325,51,3162
CUST2326,7,3984
CUST2327,12,1629
CUST2328,66,4109
CUST2329,50,4046
CUST2330,9,383
CUST2331,36,3288
CUST2332,83,705
CUST2333,73,125
CUST2334,94,645
CUST2335,22,4795
CUST2336,74,2398
CUST2337,50,2514
CUST2338,16,1121
CUST2339,36,2930
CUST2340,80,1572
CUST2341,77,2786
CUST2342,98,4679
CUST2343,16,4888
CUST2344,97,1016
CUST2345,70,4636
CUST2346,6,4393
CUST2347,77,4506
CUST2348,19,1753
CUST2349,11,522
CUST2350,71,620
CUST2351,23,824
CUST2352,99,1270
CUST2353,26,1016
CUST2354,32,1623
CUST2355,47,4489
CUST2356,61,1040
CUST2357,85,4005
CUST2358,54,1322
CUST2359,65,807
CUST2360,94,994
CUST2361,14,3639
CUST2362,84,248
CUST2363,44,1889
CUST2364,40,2365
CUST2365,11,1836
CUST2366,35,541
CUST2367,41,4679
CUST2368,3,4237
CUST2369,95,899
CUST2370,83,2609
CUST2371,27,1657
CUST2372,57,2927
CUST2373,18,288
CUST2374,40,4158
CUST2375,89,2337
CUST2376,30,4057
CUST2377,13,4191
CUST2378,72,2063
CUST2379,83,1043
CUST2380,71,444
CUST2381,65,93
CUST2382,98,2764
CUST2383,86,1877
CUST2384,21,4058
CUST2385,82,868
CUST2386,10,3008
CUST2387,32,4178
CUST2388,31,4274
CUST2389,98,4683
CUST2390,51,4094
CUST2391,53,2935
CUST2392,1,1531
CUST2393,67,3181
CUST2394,77,3061
CUST2395,1,4031
CUST2396,29,1482
CUST2397,11,350
CUST2398,67,3614
CUST2399,14,4561
CUST2400,94,3116
CUST2401,46,4313
CUST2402,5,2812
CUST2403,29,3534
CUST2404,52,2881
CUST2405,9,3293
CUST2406,68,1534
CUST2407,43,1273
CUST2408,52,2721
CUST2409,59,1631
CUST2410,13,1981
CUST2411,62,3699
CUST2412,26,1310
CUST2413,15,1685
CUST2414,48,212
CUST2415,50,3766
CUST2416,48,2046
CUST2417,14,4025
CUST2418,39,1532
CUST2419,55,1290
CUST2420,36,1704
CUST2421,69,4513
CUST2422,56,1682
CUST2423,7,2223
CUST2424,29,4743
CUST2425,6,4543
CUST2426,72,3737
CUST2427,58,551
CUST2428,41,2352
CUST2429,93,1690
CUST2430,75,3178
CUST2431,33,360
CUST2432,74,4671
CUST2433,80,4721
CUST2434,58,2379
CUST2435,83,2424
CUST2436,43,3423
CUST2437,86,1912
CUST2438,39,2357
CUST2439,9,1178
CUST2440,98,1750
CUST2441,10,2396
CUST2442,2,3795
CUST2443,53,4960
CUST2444,77,263
CUST2445,9,3771
CUST2446,66,2717
CUST2447,23,4570
CUST2448,83,4924
CUST2449,59,2853
CUST2450,54,2241
CUST2451,25,2388
CUST2452,11,4076
CUST2453,34,3659
CUST2454,51,3926
CUST2455,43,2487
CUST2456,23,2884
CUST2457,86,3742
CUST2458,58,3815
CUST2459,43,95
CUST2460,65,755
CUST2461,80,204
CUST2462,47,4741
CUST2463,73,1741
CUST2464,13,816
CUST2465,92,1518
CUST2466,14,1647
CUST2467,81,1626
CUST2468,54,1719
CUST2469,65,3480
CUST2470,10,2510
CUST2471,77,2042
CUST2472,5,3619
CUST2473,48,3678
CUST2474,55,4169
CUST2475,75,2977
CUST2476,45,2528
CUST2477,38,1959
CUST2478,12,1168
CUST2479,95,602
CUST2480,38,1499
CUST2481,15,188
CUST2482,92,3247
CUST2483,72,817
CUST2484,35,470
CUST2485,47,4858
CUST2486,99,113
CUST2487,92,2324
CUST2488,60,1474
CUST2489,94,4949
CUST2490,84,2698
CUST2491,58,2182
CUST2492,54,1415
CUST2493,7,2322
CUST2494,25,4248
CUST2495,63,4143
CUST2496,7,2087
CUST2497,17,2415
CUST2498,96,2840
CUST2499,47,3978
CUST2500,81,2606
CUST2501,14,2151
CUST2502,9,1770
CUST2503,78,4191
CUST2504,84,3292
CUST2505,70,66
CUST2506,27,1186
CUST2507,80,2151
CUST2508,34,718
CUST2509,6,4905
CUST2510,76,1690
CUST2511,65,1889
CUST2512,63,4464
CUST2513,31,4810
CUST2514,74,3438
CUST2515,56,4042
CUST2516,63,1568
CUST2517,73,272
CUST2518,80,1498
CUST2519,35,4627
CUST2520,28,2568
CUST2521,34,4193
CUST2522,79,990
CUST2523,86,3087
CUST2524,54,4473
CUST2525,71,4174
CUST2526,89,3450
CUST2527,25,3549
CUST2528,46,3542
CUST2529,98,1193
CUST2530,79,4293
CUST2531,75,290
CUST2532,4,2815
CUST2533,4,1960
CUST2534,17,3458
CUST2535,10,356
CUST2536,97,4488
CUST2537,44,4931
CUST2538,11,1252
CUST2539,16,4645
CUST2540,64,4814
CUST2541,21,3053
CUST2542,77,1116
CUST2543,29,1368
CUST2544,4,2494
CUST2545,95,1948
CUST2546,74,3945
CUST2547,64,438
CUST2548,60,329
CUST2549,24,3935
CUST2550,13,3779
CUST2551,43,3595
CUST2552,59,4420
CUST2553,1,2739
CUST2554,6,4838
CUST2555,25,2222
CUST2556,8,1082
CUST2557,3,1276
CUST2558,21,1427
CUST2559,51,4267
CUST2560,22,775
CUST2561,95,1311
CUST2562,34,119
CUST2563,71,1186
CUST2564,27,3997
CUST2565,78,4881
CUST2566,5,731
CUST2567,41,4015
CUST2568,15,2701
CUST2569,38,4227
CUST2570,44,3030
CUST2571,19,3268
CUST2572,81,1105
CUST2573,70,3726
CUST2574,38,4666
CUST2575,76,2280
CUST2576,28,2677
CUST2577,36,1122
CUST2578,68,1194
CUST2579,42,3343
CUST2580,1,3111
CUST2581,65,4714
CUST2582,13,3677
CUST2583,4,4362
CUST2584,52,3018
CUST2585,62,2572
CUST2586,40,4975
CUST2587,70,1558
CUST2588,17,1214
CUST2589,35,4254
CUST2590,48,266
CUST2591,56,1906
CUST2592,39,4682
CUST2593,10,969
CUST2594,61,1037
CUST2595,81,4890
CUST2596,25,1192
CUST2597,60,4265
CUST2598,10,2077
CUST2599,72,1642
CUST2600,39,1397
CUST2601,16,2854
CUST2602,56,2444
CUST2603,37,4747
CUST2604,50,2515
CUST2605,79,514
CUST2606,15,4894
CUST2607,90,4540
CUST2608,39,2096
CUST2609,50,1411
CUST2610,57,2963
CUST2611,85,758
CUST2612,42,1909
CUST2613,67,2131
CUST2614,54,1928
CUST2615,67,3117
CUST2616,50,1488
CUST2617,22,4445
CUST2618,70,3431
CUST2619,57,2296
CUST2620,58,2088
CUST2621,84,4092
CUST2622,55,2339
CUST2623,57,1275
CUST2624,13,4980
CUST2625,51,1125
CUST2626,88,480
CUST2627,81,4219
CUST2628,94,2136
CUST2629,49,4678
CUST2630,63,834
CUST2631,16,2382
CUST2632,99,3934
CUST2633,51,1455
CUST2634,2,3989
CUST2635,84,2152
CUST2636,87,2379
CUST2637,95,751
CUST2638,1,4904
CUST2639,29,2677
CUST2640,83,2011
CUST2641,28,4270
CUST2642,88,4518
CUST2643,4,4307
CUST2644,56,21
CUST2645,58,1391
CUST2646,70,3857
CUST2647,84,3644
CUST2648,13,3966
CUST2649,44,1663
CUST2650,15,4629
CUST2651,17,3669
CUST2652,48,4692
CUST2653,18,4123
CUST2654,33,1250
CUST2655,72,928
CUST2656,2,1685
CUST2657,27,294
CUST2658,70,4194
CUST2659,67,3795
CUST2660,65,1449
CUST2661,94,3264
CUST2662,37,2854
CUST2663,68,1764
CUST2664,30,807
CUST2665,91,2794
CUST2666,99,1838
CUST2667,98,4541
CUST2668,52,1811
CUST2669,75,4130
CUST2670,85,2821
CUST2671,13,2762
CUST2672,26,3963
CUST2673,79,2074
CUST2674,52,4528
CUST2675,1,3923
CUST2676,69,4106
CUST2677,91,2947
